frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity
224,7.474,Torchere A,Medium-Flare,0.7274,moyenne,127,464,310,553,0.066,0.315,0.34,0.672
225,7.508,Torchere A,Medium-Flare,0.7779,moyenne,118,462,308,561,0.065,0.256,0.392,0.658
226,7.541,Torchere A,Medium-Flare,0.7632,moyenne,112,461,308,553,0.059,0.247,0.405,0.655
227,7.574,Torchere A,Medium-Flare,0.8291,moyenne,106,459,312,549,0.055,0.233,0.429,0.646
228,7.608,Torchere A,Medium-Flare,0.8759,moyenne,100,455,311,555,0.052,0.201,0.463,0.636
229,7.641,Torchere A,Medium-Flare,0.8236,moyenne,86,456,311,554,0.05,0.202,0.456,0.637
230,7.674,Torchere A,Medium-Flare,0.8287,moyenne,76,454,309,552,0.046,0.193,0.429,0.64
231,7.708,Torchere A,Medium-Flare,0.7446,moyenne,70,446,309,554,0.042,0.177,0.419,0.64
232,7.741,Torchere A,Medium-Flare,0.7654,moyenne,151,447,309,548,0.062,0.312,0.354,0.675
233,7.774,Torchere A,Medium-Flare,0.6390,moyenne,139,446,306,552,0.058,0.294,0.369,0.67
234,7.808,Torchere A,Medium-Flare,0.6189,moyenne,140,448,306,547,0.058,0.326,0.37,0.68
235,7.841,Torchere A,Medium-Flare,0.7360,moyenne,136,445,307,551,0.056,0.307,0.363,0.671
236,7.875,Torchere A,Medium-Flare,0.5210,moyenne,135,442,311,552,0.055,0.31,0.335,0.669
237,7.908,Torchere A,Medium-Flare,0.7514,moyenne,123,441,312,554,0.051,0.285,0.345,0.662
238,7.941,Torchere A,Medium-Flare,0.7180,moyenne,125,436,311,557,0.051,0.268,0.349,0.658
239,7.975,Torchere A,Medium-Flare,0.5887,moyenne,113,431,313,558,0.045,0.207,0.369,0.645
240,8.008,Torchere A,Medium-Flare,0.7240,moyenne,118,429,305,558,0.047,0.185,0.38,0.636
241,8.041,Torchere A,Medium-Flare,0.7706,mauvaise,110,422,302,559,0.042,0.166,0.432,0.628
241,8.041,Torchere A,Dark-Flare,0.4898,mauvaise,110,424,302,558,0.042,0.17,0.425,0.628
242,8.075,Torchere A,Medium-Flare,0.8120,moyenne,105,423,311,558,0.041,0.151,0.49,0.623
243,8.108,Torchere A,Medium-Flare,0.6501,moyenne,106,465,313,561,0.061,0.234,0.445,0.637
244,8.141,Torchere A,Medium-Flare,0.7605,moyenne,127,465,315,561,0.065,0.251,0.377,0.643
245,8.175,Torchere A,Medium-Flare,0.6357,moyenne,118,469,316,561,0.064,0.249,0.378,0.641
246,8.208,Torchere A,Medium-Flare,0.7783,moyenne,117,463,317,560,0.06,0.197,0.368,0.64
247,8.242,Torchere A,Medium-Flare,0.7963,moyenne,113,464,314,562,0.06,0.19,0.413,0.63
248,8.275,Torchere A,Medium-Flare,0.7562,moyenne,109,465,314,564,0.061,0.198,0.429,0.629
249,8.308,Torchere A,Medium-Flare,0.7520,moyenne,106,467,312,564,0.06,0.217,0.414,0.63
250,8.342,Torchere A,Medium-Flare,0.7476,moyenne,98,476,315,565,0.064,0.235,0.43,0.635
251,8.375,Torchere A,Medium-Flare,0.6913,mauvaise,91,478,313,567,0.064,0.257,0.449,0.639
251,8.375,Torchere A,Dark-Flare,0.4472,mauvaise,92,479,313,567,0.065,0.261,0.451,0.64
252,8.408,Torchere A,Medium-Flare,0.7096,moyenne,81,477,314,567,0.06,0.254,0.445,0.642
253,8.442,Torchere A,Medium-Flare,0.7648,moyenne,81,470,311,570,0.058,0.227,0.442,0.636
254,8.475,Torchere A,Medium-Flare,0.6893,moyenne,74,466,307,570,0.053,0.205,0.44,0.631
255,8.508,Torchere A,Medium-Flare,0.7027,moyenne,69,468,311,572,0.055,0.203,0.445,0.626
256,8.542,Torchere A,Dark-Flare,0.5994,mauvaise,62,466,308,572,0.053,0.191,0.46,0.626
256,8.542,Torchere A,Medium-Flare,0.4110,mauvaise,62,464,310,572,0.052,0.186,0.456,0.624
257,8.575,Torchere A,Medium-Flare,0.7522,moyenne,57,466,311,572,0.052,0.187,0.461,0.622
261,8.709,Torchere A,Medium-Flare,0.5675,moyenne,17,455,311,568,0.039,0.122,0.399,0.62
262,8.742,Torchere A,Medium-Flare,0.5872,moyenne,17,452,313,567,0.037,0.118,0.415,0.619
263,8.775,Torchere A,Medium-Flare,0.6199,moyenne,62,452,316,567,0.043,0.137,0.445,0.621
264,8.809,Torchere A,Medium-Flare,0.7134,moyenne,103,453,314,567,0.052,0.17,0.47,0.625
265,8.842,Torchere A,Medium-Flare,0.8360,moyenne,95,450,315,564,0.048,0.156,0.45,0.626
266,8.876,Torchere A,Medium-Flare,0.7675,moyenne,82,445,318,565,0.042,0.143,0.43,0.625
267,8.909,Torchere A,Medium-Flare,0.4107,moyenne,78,445,320,566,0.042,0.133,0.433,0.623
268,8.942,Torchere A,Dark-Flare,0.5863,mauvaise,148,480,321,565,0.081,0.266,0.442,0.631
268,8.942,Torchere A,Medium-Flare,0.4082,mauvaise,147,478,323,565,0.078,0.256,0.439,0.631
269,8.976,Torchere A,Medium-Flare,0.6063,moyenne,162,478,320,564,0.088,0.295,0.4,0.633
270,9.009,Torchere A,Medium-Flare,0.7502,moyenne,166,476,319,564,0.09,0.296,0.383,0.634
271,9.042,Torchere A,Medium-Flare,0.7221,mauvaise,161,475,317,565,0.087,0.288,0.402,0.631
271,9.042,Torchere A,Dark-Flare,0.5043,mauvaise,160,476,318,565,0.087,0.287,0.402,0.631
272,9.076,Torchere A,Medium-Flare,0.6358,moyenne,153,473,320,563,0.078,0.261,0.405,0.634
273,9.109,Torchere A,Medium-Flare,0.7760,moyenne,146,472,320,563,0.075,0.256,0.388,0.632
274,9.142,Torchere A,Medium-Flare,0.8167,moyenne,141,472,320,564,0.074,0.237,0.401,0.631
275,9.176,Torchere A,Medium-Flare,0.7618,moyenne,138,468,320,563,0.069,0.238,0.418,0.633
276,9.209,Torchere A,Medium-Flare,0.7399,moyenne,136,467,320,563,0.067,0.229,0.428,0.634
277,9.243,Torchere A,Medium-Flare,0.7006,moyenne,131,467,321,563,0.066,0.214,0.436,0.634
278,9.276,Torchere A,Medium-Flare,0.7296,moyenne,121,464,323,565,0.062,0.184,0.461,0.626
279,9.309,Torchere A,Medium-Flare,0.8289,moyenne,119,467,322,565,0.063,0.162,0.468,0.621
280,9.343,Torchere A,Medium-Flare,0.7134,moyenne,107,470,322,565,0.061,0.147,0.498,0.617
281,9.376,Torchere A,Medium-Flare,0.6959,moyenne,107,468,320,566,0.06,0.149,0.517,0.616
282,9.409,Torchere A,Medium-Flare,0.5682,moyenne,103,465,318,567,0.058,0.15,0.491,0.617
283,9.443,Torchere A,Medium-Flare,0.6937,moyenne,189,463,315,554,0.092,0.293,0.394,0.648
284,9.476,Torchere A,Medium-Flare,0.7006,moyenne,211,463,315,548,0.11,0.391,0.345,0.675
285,9.510,Torchere A,Medium-Flare,0.7582,moyenne,211,461,314,548,0.107,0.4,0.335,0.683
286,9.543,Torchere A,Medium-Flare,0.7729,moyenne,210,458,314,548,0.102,0.401,0.334,0.683
287,9.576,Torchere A,Medium-Flare,0.7830,moyenne,203,457,314,548,0.094,0.378,0.334,0.678
288,9.610,Torchere A,Medium-Flare,0.7821,moyenne,199,457,312,549,0.094,0.394,0.34,0.675
289,9.643,Torchere A,Medium-Flare,0.8100,moyenne,197,455,313,553,0.092,0.381,0.359,0.672
290,9.676,Torchere A,Medium-Flare,0.8071,moyenne,190,450,314,557,0.084,0.34,0.394,0.664
291,9.710,Torchere A,Medium-Flare,0.8194,moyenne,188,450,316,555,0.079,0.345,0.39,0.667
292,9.743,Torchere A,Medium-Flare,0.8150,moyenne,192,444,318,557,0.077,0.339,0.399,0.665
293,9.776,Torchere A,Medium-Flare,0.7627,moyenne,192,450,317,560,0.083,0.354,0.415,0.667
294,9.810,Torchere A,Medium-Flare,0.7507,moyenne,187,448,318,560,0.077,0.315,0.4,0.662
295,9.843,Torchere A,Medium-Flare,0.8130,moyenne,184,444,318,560,0.074,0.251,0.416,0.649
296,9.877,Torchere A,Medium-Flare,0.8203,moyenne,180,446,317,559,0.074,0.237,0.483,0.638
297,9.910,Torchere A,Medium-Flare,0.8189,moyenne,177,443,315,559,0.07,0.23,0.499,0.634
298,9.943,Torchere A,Medium-Flare,0.7887,moyenne,180,459,313,557,0.084,0.28,0.501,0.638
299,9.977,Torchere A,Medium-Flare,0.8303,moyenne,179,467,313,559,0.093,0.308,0.483,0.641
300,10.010,Torchere A,Medium-Flare,0.7890,moyenne,176,467,316,560,0.089,0.284,0.478,0.641
301,10.043,Torchere A,Medium-Flare,0.7650,moyenne,163,467,317,557,0.08,0.281,0.44,0.644
302,10.077,Torchere A,Medium-Flare,0.7249,moyenne,163,473,315,558,0.086,0.307,0.393,0.648
303,10.110,Torchere A,Medium-Flare,0.6894,moyenne,163,473,317,563,0.088,0.287,0.397,0.641
304,10.143,Torchere A,Medium-Flare,0.7450,mauvaise,160,473,317,567,0.085,0.274,0.406,0.639
304,10.143,Torchere A,Dark-Flare,0.5245,mauvaise,162,472,316,570,0.089,0.268,0.412,0.635
305,10.177,Torchere A,Medium-Flare,0.7741,moyenne,161,469,318,565,0.083,0.267,0.408,0.641
306,10.210,Torchere A,Medium-Flare,0.7607,mauvaise,159,468,317,565,0.08,0.262,0.422,0.638
306,10.210,Torchere A,Dark-Flare,0.4317,mauvaise,160,469,315,567,0.083,0.264,0.425,0.637
307,10.244,Torchere A,Medium-Flare,0.7806,moyenne,159,471,317,562,0.08,0.277,0.414,0.639
308,10.277,Torchere A,Medium-Flare,0.7846,moyenne,160,472,317,562,0.084,0.283,0.391,0.634
309,10.310,Torchere A,Medium-Flare,0.7889,moyenne,155,471,316,561,0.081,0.256,0.387,0.628
310,10.344,Torchere A,Medium-Flare,0.7887,moyenne,154,472,319,562,0.08,0.243,0.404,0.62
311,10.377,Torchere A,Medium-Flare,0.7666,moyenne,163,474,319,561,0.088,0.267,0.394,0.62
312,10.410,Torchere A,Medium-Flare,0.7319,moyenne,160,477,320,560,0.086,0.264,0.387,0.625
313,10.444,Torchere A,Medium-Flare,0.7393,moyenne,159,477,319,561,0.087,0.268,0.399,0.622
314,10.477,Torchere A,Medium-Flare,0.7584,moyenne,157,474,318,561,0.085,0.231,0.393,0.618
315,10.511,Torchere A,Medium-Flare,0.6958,moyenne,156,476,319,561,0.086,0.205,0.41,0.613
316,10.544,Torchere A,Medium-Flare,0.7383,moyenne,159,476,318,562,0.088,0.192,0.444,0.608
317,10.577,Torchere A,Medium-Flare,0.7865,moyenne,152,478,318,561,0.086,0.188,0.471,0.604
318,10.611,Torchere A,Medium-Flare,0.8325,moyenne,147,471,318,562,0.077,0.162,0.499,0.603
319,10.644,Torchere A,Medium-Flare,0.7826,moyenne,139,470,321,560,0.072,0.158,0.521,0.605
320,10.677,Torchere A,Medium-Flare,0.7674,moyenne,142,467,320,559,0.071,0.161,0.528,0.606
321,10.711,Torchere A,Medium-Flare,0.7391,moyenne,141,467,317,560,0.073,0.163,0.524,0.606
322,10.744,Torchere A,Dark-Flare,0.6299,mauvaise,218,467,315,556,0.13,0.317,0.428,0.622
322,10.744,Torchere A,Medium-Flare,0.6111,mauvaise,216,467,313,557,0.13,0.314,0.437,0.62
323,10.777,Torchere A,Medium-Flare,0.7203,mauvaise,216,467,312,557,0.13,0.324,0.413,0.623
323,10.777,Torchere A,Dark-Flare,0.4720,mauvaise,216,466,314,555,0.126,0.321,0.411,0.627
324,10.811,Torchere A,Medium-Flare,0.7318,mauvaise,214,464,312,556,0.127,0.319,0.414,0.624
324,10.811,Torchere A,Dark-Flare,0.5040,mauvaise,214,462,314,555,0.122,0.309,0.419,0.626
325,10.844,Torchere A,Medium-Flare,0.7729,moyenne,214,465,310,557,0.128,0.333,0.389,0.629
326,10.878,Torchere A,Medium-Flare,0.7203,moyenne,214,462,310,557,0.124,0.348,0.368,0.637
327,10.911,Torchere A,Medium-Flare,0.8179,moyenne,211,459,310,559,0.118,0.345,0.357,0.638
