frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.042,Torchere A,Light-Flare,0.2892,inactive,59,1002,101,1048,0.009,0.331,0.016,0.478,hsv
1,0.042,Torchere B,Light-Flare,0.7944,inactive,732,275,869,523,0.0,0.553,0.0,0.975,hsv
1,0.042,Torchere B,Medium-Smoke,0.5822,inactive,365,2,1172,531,0.0,0.074,0.15,0.763,hsv
1,0.042,Torchere B,Dark-Smoke,0.5692,inactive,328,0,1171,531,0.0,0.071,0.157,0.764,hsv
2,0.083,Torchere A,Light-Flare,0.3903,inactive,56,1001,103,1051,0.017,0.278,0.023,0.44,hsv
2,0.083,Torchere B,Light-Flare,0.7932,inactive,734,273,868,523,0.0,0.556,0.0,0.975,hsv
2,0.083,Torchere B,Dark-Smoke,0.7117,inactive,332,0,1178,531,0.0,0.066,0.152,0.765,hsv
3,0.125,Torchere A,Light-Flare,0.4146,inactive,55,1001,103,1052,0.022,0.27,0.024,0.433,hsv
3,0.125,Torchere B,Light-Flare,0.8289,inactive,737,271,868,523,0.0,0.571,0.0,0.973,hsv
3,0.125,Torchere B,Dark-Smoke,0.7608,inactive,330,0,1174,531,0.0,0.068,0.153,0.764,hsv
4,0.167,Torchere A,Light-Flare,0.4818,inactive,57,1003,98,1049,0.004,0.352,0.009,0.491,hsv
4,0.167,Torchere B,Light-Flare,0.8321,inactive,734,268,872,521,0.0,0.61,0.0,0.966,hsv
4,0.167,Torchere B,Dark-Smoke,0.7938,inactive,358,1,1176,532,0.0,0.07,0.146,0.763,hsv
5,0.209,Torchere A,Light-Flare,0.4133,bonne,53,1001,101,1055,0.038,0.244,0.02,0.412,hsv
5,0.209,Torchere B,Light-Flare,0.8418,moyenne,730,282,872,521,0.0,0.624,0.0,0.968,hsv
5,0.209,Torchere B,Dark-Smoke,0.6217,moyenne,324,0,1171,530,0.0,0.068,0.155,0.76,hsv
6,0.250,Torchere A,Light-Flare,0.4611,bonne,49,997,102,1056,0.075,0.213,0.035,0.382,hsv
6,0.250,Torchere B,Light-Flare,0.8085,moyenne,727,286,869,521,0.0,0.622,0.0,0.972,hsv
6,0.250,Torchere B,Dark-Smoke,0.7498,moyenne,309,0,1181,531,0.0,0.062,0.152,0.763,hsv
7,0.292,Torchere A,Light-Flare,0.3218,bonne,50,998,99,1056,0.056,0.233,0.03,0.396,hsv
7,0.292,Torchere B,Light-Flare,0.8029,moyenne,725,285,866,520,0.0,0.633,0.0,0.971,hsv
7,0.292,Torchere B,Dark-Smoke,0.7641,moyenne,317,0,1180,530,0.0,0.064,0.152,0.761,hsv
