frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.033,Torchere A,Medium-Flare,0.7393,inactive,393,98,428,126,0.0,0.298,0.63,0.716,hsv
1,0.033,Torchere B,Medium-Flare,0.5398,inactive,669,129,696,176,0.0,0.0,0.919,0.585,hsv
2,0.067,Torchere A,Medium-Flare,0.7056,inactive,391,97,428,127,0.0,0.274,0.66,0.706,hsv
2,0.067,Torchere B,Medium-Flare,0.4288,inactive,670,127,696,179,0.0,0.0,0.942,0.582,hsv
3,0.100,Torchere A,Medium-Flare,0.7061,inactive,392,97,430,125,0.0,0.291,0.618,0.71,hsv
3,0.100,Torchere B,Medium-Flare,0.4409,inactive,671,125,697,179,0.0,0.0,0.939,0.576,hsv
4,0.133,Torchere A,Medium-Flare,0.7256,inactive,392,96,431,126,0.0,0.272,0.644,0.7,hsv
5,0.167,Torchere C,Medium-Flare,0.4257,inactive,77,81,97,106,0.022,0.172,0.73,0.654,hsv
5,0.167,Torchere A,Medium-Flare,0.7221,bonne,392,96,431,125,0.0,0.265,0.655,0.697,hsv
5,0.167,Torchere B,Medium-Flare,0.7423,inactive,672,128,697,176,0.0,0.0,0.932,0.584,hsv
6,0.200,Torchere C,Medium-Flare,0.4960,inactive,76,78,97,106,0.014,0.15,0.757,0.653,hsv
6,0.200,Torchere A,Medium-Flare,0.6942,bonne,393,94,432,128,0.0,0.235,0.669,0.681,hsv
6,0.200,Torchere B,Medium-Flare,0.5056,bonne,670,125,698,175,0.0,0.007,0.916,0.584,hsv
7,0.234,Torchere C,Medium-Flare,0.4421,inactive,76,77,97,106,0.018,0.146,0.768,0.651,hsv
7,0.234,Torchere A,Medium-Flare,0.7301,bonne,392,93,433,129,0.0,0.201,0.712,0.667,hsv
7,0.234,Torchere B,Medium-Flare,0.4598,bonne,670,124,699,177,0.0,0.014,0.905,0.577,hsv
8,0.267,Torchere A,Medium-Flare,0.7344,bonne,393,92,432,130,0.005,0.165,0.713,0.664,hsv
8,0.267,Torchere B,Medium-Flare,0.4058,bonne,672,128,698,173,0.0,0.02,0.874,0.591,hsv
9,0.300,Torchere A,Medium-Flare,0.7367,bonne,393,90,431,129,0.003,0.135,0.733,0.657,hsv
9,0.300,Torchere B,Medium-Flare,0.6412,bonne,674,127,699,172,0.0,0.051,0.857,0.596,hsv
10,0.334,Torchere A,Medium-Flare,0.7719,bonne,392,91,433,128,0.0,0.123,0.765,0.662,hsv
10,0.334,Torchere B,Medium-Flare,0.5652,bonne,675,124,701,166,0.0,0.06,0.829,0.609,hsv
11,0.367,Torchere A,Medium-Flare,0.7366,bonne,395,96,433,129,0.004,0.151,0.735,0.675,hsv
11,0.367,Torchere B,Medium-Flare,0.5815,bonne,675,121,702,174,0.0,0.014,0.912,0.588,hsv
12,0.400,Torchere A,Medium-Flare,0.6949,bonne,395,97,433,127,0.0,0.208,0.668,0.699,hsv
12,0.400,Torchere A,Light-Flare,0.4705,bonne,394,96,434,127,0.0,0.191,0.694,0.69,hsv
12,0.400,Torchere B,Medium-Flare,0.4331,bonne,677,121,701,173,0.0,0.002,0.907,0.593,hsv
13,0.434,Torchere A,Light-Flare,0.6225,bonne,398,96,434,126,0.0,0.241,0.643,0.709,hsv
13,0.434,Torchere A,Medium-Flare,0.5849,bonne,399,96,434,126,0.0,0.248,0.632,0.713,hsv
13,0.434,Torchere B,Medium-Flare,0.5235,bonne,676,121,701,171,0.0,0.002,0.89,0.59,hsv
14,0.467,Torchere A,Medium-Flare,0.6453,bonne,397,95,433,125,0.0,0.241,0.632,0.713,hsv
14,0.467,Torchere B,Medium-Flare,0.4531,bonne,676,114,702,171,0.0,0.0,0.937,0.582,hsv
15,0.501,Torchere A,Medium-Flare,0.7426,bonne,395,93,433,125,0.0,0.218,0.659,0.701,hsv
16,0.534,Torchere A,Medium-Flare,0.7706,bonne,394,91,433,125,0.0,0.196,0.679,0.687,hsv
17,0.567,Torchere A,Medium-Flare,0.7528,bonne,393,89,434,125,0.0,0.172,0.731,0.673,hsv
