frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.033,Torchere A,Medium-Flare,0.7393,inactive,393,98,428,126,,,,,svm
1,0.033,Torchere B,Medium-Flare,0.5398,inactive,669,129,696,176,,,,,svm
2,0.067,Torchere A,Medium-Flare,0.7056,inactive,391,97,428,127,,,,,svm
2,0.067,Torchere B,Medium-Flare,0.4288,inactive,670,127,696,179,,,,,svm
3,0.100,Torchere C,Medium-Flare,0.3492,inactive,76,84,96,106,,,,,svm
3,0.100,Torchere A,Medium-Flare,0.7061,inactive,392,97,430,125,,,,,svm
3,0.100,Torchere B,Medium-Flare,0.4409,inactive,671,125,697,179,,,,,svm
4,0.133,Torchere C,Medium-Flare,0.3827,inactive,77,83,96,106,,,,,svm
4,0.133,Torchere A,Medium-Flare,0.7256,inactive,392,96,431,126,,,,,svm
4,0.133,Torchere B,Medium-Flare,0.3356,inactive,672,126,697,177,,,,,svm
5,0.167,Torchere C,Medium-Flare,0.4257,inactive,77,81,97,106,,,,,svm
5,0.167,Torchere A,Medium-Flare,0.7221,bonne,392,96,431,125,,,,,svm
5,0.167,Torchere B,Medium-Flare,0.7423,bonne,672,128,697,176,,,,,svm
6,0.200,Torchere C,Medium-Flare,0.4960,inactive,76,78,97,106,,,,,svm
6,0.200,Torchere A,Medium-Flare,0.6942,bonne,393,94,432,128,,,,,svm
6,0.200,Torchere B,Medium-Flare,0.5056,bonne,670,125,698,175,,,,,svm
7,0.234,Torchere C,Medium-Flare,0.4421,moyenne,76,77,97,106,,,,,svm
7,0.234,Torchere A,Medium-Flare,0.7301,bonne,392,93,433,129,,,,,svm
7,0.234,Torchere B,Medium-Flare,0.4598,bonne,670,124,699,177,,,,,svm
8,0.267,Torchere A,Medium-Flare,0.7344,bonne,393,92,432,130,,,,,svm
8,0.267,Torchere B,Medium-Flare,0.4058,bonne,672,128,698,173,,,,,svm
9,0.300,Torchere A,Medium-Flare,0.7367,bonne,393,90,431,129,,,,,svm
9,0.300,Torchere B,Medium-Flare,0.6412,bonne,674,127,699,172,,,,,svm
10,0.334,Torchere C,Medium-Flare,0.3964,bonne,78,48,99,106,,,,,svm
10,0.334,Torchere A,Medium-Flare,0.7719,bonne,392,91,433,128,,,,,svm
10,0.334,Torchere B,Medium-Flare,0.5652,bonne,675,124,701,166,,,,,svm
11,0.367,Torchere A,Medium-Flare,0.7366,bonne,395,96,433,129,,,,,svm
11,0.367,Torchere B,Medium-Flare,0.5815,bonne,675,121,702,174,,,,,svm
12,0.400,Torchere A,Medium-Flare,0.6949,moyenne,395,97,433,127,,,,,svm
12,0.400,Torchere A,Light-Flare,0.4705,moyenne,394,96,434,127,,,,,svm
12,0.400,Torchere B,Medium-Flare,0.4331,bonne,677,121,701,173,,,,,svm
13,0.434,Torchere A,Light-Flare,0.6225,bonne,398,96,434,126,,,,,svm
13,0.434,Torchere A,Medium-Flare,0.5849,bonne,399,96,434,126,,,,,svm
13,0.434,Torchere B,Medium-Flare,0.5235,bonne,676,121,701,171,,,,,svm
14,0.467,Torchere A,Medium-Flare,0.6453,bonne,397,95,433,125,,,,,svm
14,0.467,Torchere B,Medium-Flare,0.4531,bonne,676,114,702,171,,,,,svm
15,0.501,Torchere A,Medium-Flare,0.7426,bonne,395,93,433,125,,,,,svm
16,0.534,Torchere A,Medium-Flare,0.7706,bonne,394,91,433,125,,,,,svm
17,0.567,Torchere A,Medium-Flare,0.7528,bonne,393,89,434,125,,,,,svm
17,0.567,Torchere B,Medium-Flare,0.3557,bonne,682,125,702,174,,,,,svm
18,0.601,Torchere A,Medium-Flare,0.7575,bonne,391,89,435,125,,,,,svm
18,0.601,Torchere B,Medium-Flare,0.5306,bonne,677,125,701,170,,,,,svm
19,0.634,Torchere C,Medium-Flare,0.2886,bonne,81,77,101,103,,,,,svm
19,0.634,Torchere A,Medium-Flare,0.7544,bonne,391,88,435,126,,,,,svm
19,0.634,Torchere B,Medium-Flare,0.5503,bonne,676,122,702,173,,,,,svm
20,0.667,Torchere C,Medium-Flare,0.5365,moyenne,82,75,101,103,,,,,svm
20,0.667,Torchere A,Medium-Flare,0.7591,bonne,389,87,435,125,,,,,svm
20,0.667,Torchere B,Medium-Flare,0.4788,bonne,676,126,701,168,,,,,svm
21,0.701,Torchere C,Medium-Flare,0.3476,moyenne,82,77,101,102,,,,,svm
21,0.701,Torchere A,Medium-Flare,0.7335,bonne,390,86,436,123,,,,,svm
21,0.701,Torchere B,Medium-Flare,0.5434,bonne,674,123,701,171,,,,,svm
22,0.734,Torchere C,Medium-Flare,0.4159,moyenne,82,77,101,102,,,,,svm
22,0.734,Torchere C,Medium-Flare,0.3328,moyenne,76,50,101,102,,,,,svm
22,0.734,Torchere A,Medium-Flare,0.6868,bonne,390,86,434,123,,,,,svm
22,0.734,Torchere B,Medium-Flare,0.3089,bonne,673,122,701,171,,,,,svm
23,0.767,Torchere A,Medium-Flare,0.7270,bonne,392,91,433,122,,,,,svm
23,0.767,Torchere B,Medium-Flare,0.3087,bonne,682,125,702,171,,,,,svm
24,0.801,Torchere A,Medium-Flare,0.7079,bonne,392,93,434,122,,,,,svm
