frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity
91,3.033,Torchere A,Medium-Flare,0.6294,mauvaise,293,188,539,778,0.0,0.489,0.389,0.725
91,3.033,Torchere A,Dark-Smoke,0.4971,mauvaise,278,2,720,791,0.0,0.248,0.661,0.608
92,3.067,Torchere A,Dark-Flare,0.8208,mauvaise,282,0,720,791,0.0,0.251,0.656,0.607
92,3.067,Torchere A,Medium-Flare,0.4913,mauvaise,300,198,539,777,0.0,0.501,0.381,0.73
92,3.067,Torchere A,Dark-Smoke,0.6016,mauvaise,289,1,720,788,0.0,0.257,0.649,0.608
93,3.100,Torchere A,Dark-Flare,0.7912,mauvaise,276,2,720,796,0.0,0.248,0.66,0.606
93,3.100,Torchere A,Medium-Flare,0.6080,mauvaise,296,195,539,786,0.0,0.503,0.379,0.731
93,3.100,Torchere A,Dark-Smoke,0.5024,mauvaise,282,2,720,795,0.0,0.252,0.655,0.607
94,3.133,Torchere A,Dark-Flare,0.6421,mauvaise,283,1,720,796,0.0,0.254,0.654,0.596
94,3.133,Torchere A,Medium-Flare,0.4031,mauvaise,299,216,548,776,0.0,0.498,0.388,0.72
94,3.133,Torchere A,Dark-Smoke,0.6681,mauvaise,291,2,720,796,0.0,0.259,0.647,0.597
95,3.167,Torchere A,Dark-Flare,0.6793,mauvaise,292,0,720,801,0.0,0.257,0.648,0.597
95,3.167,Torchere A,Dark-Smoke,0.6164,mauvaise,297,2,720,799,0.0,0.262,0.642,0.598
96,3.200,Torchere A,Dark-Flare,0.8969,mauvaise,289,0,720,804,0.0,0.256,0.645,0.586
96,3.200,Torchere A,Dark-Smoke,0.5679,mauvaise,295,1,720,801,0.0,0.26,0.638,0.587
97,3.233,Torchere A,Dark-Flare,0.8056,mauvaise,274,0,720,810,0.0,0.248,0.659,0.582
97,3.233,Torchere A,Medium-Flare,0.5845,mauvaise,293,218,536,809,0.0,0.492,0.389,0.712
97,3.233,Torchere A,Dark-Smoke,0.5431,mauvaise,488,6,716,549,0.0,0.058,0.812,0.428
98,3.267,Torchere A,Dark-Flare,0.8327,mauvaise,266,1,720,826,0.0,0.238,0.668,0.558
98,3.267,Torchere A,Medium-Flare,0.4489,mauvaise,287,230,536,813,0.0,0.485,0.388,0.691
98,3.267,Torchere A,Dark-Smoke,0.4866,mauvaise,483,10,717,577,0.0,0.046,0.827,0.408
99,3.300,Torchere A,Dark-Flare,0.5620,mauvaise,266,3,720,839,0.0,0.236,0.661,0.55
99,3.300,Torchere A,Dark-Smoke,0.5564,mauvaise,272,2,720,842,0.0,0.238,0.658,0.55
100,3.333,Torchere A,Dark-Flare,0.6617,mauvaise,263,3,720,840,0.0,0.235,0.617,0.539
100,3.333,Torchere A,Dark-Smoke,0.6989,mauvaise,268,6,720,842,0.0,0.238,0.614,0.54
101,3.367,Torchere A,Dark-Flare,0.6295,mauvaise,274,6,720,853,0.0,0.234,0.621,0.541
101,3.367,Torchere A,Dark-Smoke,0.5387,mauvaise,280,4,720,855,0.0,0.236,0.616,0.541
102,3.400,Torchere A,Dark-Flare,0.6290,mauvaise,258,4,720,859,0.0,0.224,0.654,0.534
102,3.400,Torchere A,Dark-Smoke,0.5519,mauvaise,261,6,720,861,0.0,0.225,0.654,0.535
103,3.433,Torchere A,Dark-Flare,0.4958,mauvaise,241,2,720,864,0.0,0.21,0.669,0.53
103,3.433,Torchere A,Dark-Smoke,0.5402,mauvaise,242,2,720,865,0.0,0.21,0.669,0.53
104,3.467,Torchere A,Dark-Flare,0.4038,mauvaise,238,1,720,866,0.0,0.201,0.669,0.523
104,3.467,Torchere A,Dark-Smoke,0.4601,mauvaise,239,2,720,866,0.0,0.202,0.669,0.523
106,3.533,Torchere A,Dark-Smoke,0.4052,mauvaise,225,0,720,881,0.0,0.185,0.67,0.511
107,3.567,Torchere A,Dark-Smoke,0.6776,mauvaise,212,0,720,870,0.0,0.18,0.669,0.508
108,3.600,Torchere A,Dark-Smoke,0.4377,mauvaise,225,0,720,894,0.0,0.175,0.668,0.503
109,3.633,Torchere A,Medium-Flare,0.4287,mauvaise,243,93,493,674,0.0,0.438,0.299,0.608
109,3.633,Torchere A,Dark-Smoke,0.4461,mauvaise,230,1,720,899,0.0,0.176,0.676,0.502
110,3.667,Torchere A,Medium-Flare,0.4652,mauvaise,231,92,498,659,0.0,0.408,0.328,0.595
110,3.667,Torchere A,Dark-Smoke,0.6581,mauvaise,212,5,720,907,0.0,0.171,0.703,0.508
111,3.700,Torchere A,Medium-Flare,0.6472,mauvaise,228,93,485,638,0.0,0.423,0.294,0.611
111,3.700,Torchere A,Dark-Smoke,0.6700,mauvaise,199,1,720,908,0.0,0.165,0.713,0.52
112,3.733,Torchere A,Dark-Smoke,0.7638,mauvaise,203,0,720,906,0.0,0.173,0.712,0.53
113,3.767,Torchere A,Dark-Smoke,0.7218,mauvaise,205,2,720,910,0.0,0.176,0.731,0.548
114,3.800,Torchere A,Dark-Flare,0.4248,mauvaise,230,1,720,898,0.0,0.183,0.71,0.55
