epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,15189.6,0.88054,0.56007,1.21667,0.91083,0.8871,0.93743,0.67845,0.99627,0.48184,1.21841,0.00872024,0.00290675,0.00872024,0.00290675,0.00872024,0.00290675,0.00872024,0.00290675
130,15304.6,0.87992,0.56493,1.21998,0.88355,0.91064,0.93652,0.67896,0.99729,0.48255,1.22109,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363
131,15420.9,0.86799,0.54873,1.20863,0.89313,0.8974,0.93435,0.67943,0.99455,0.48544,1.2195,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664
132,15536,0.87003,0.54314,1.20421,0.89198,0.89447,0.93441,0.6775,0.99513,0.48458,1.21867,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705
133,15653.3,0.87233,0.55645,1.21049,0.87915,0.91458,0.93514,0.68128,0.99319,0.48194,1.2166,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828
134,15770.4,0.8611,0.54513,1.2045,0.87868,0.91921,0.93523,0.68183,0.99098,0.48095,1.21198,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009
135,15887.1,0.859,0.55331,1.20217,0.8933,0.89909,0.93524,0.68454,0.98744,0.48014,1.20916,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252
136,16002,0.85796,0.55401,1.20466,0.90183,0.8923,0.9354,0.68406,0.98899,0.47972,1.21052,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557
137,16117,0.86274,0.55494,1.20522,0.9039,0.8869,0.93652,0.68422,0.98967,0.47885,1.20921,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926
138,16232.7,0.86309,0.55419,1.20493,0.88459,0.90846,0.93408,0.68386,0.98595,0.47793,1.20606,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361
139,16349.6,0.85086,0.54036,1.19166,0.89543,0.90103,0.93497,0.68291,0.98646,0.47906,1.20713,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864
140,16467,0.85759,0.54828,1.19883,0.88318,0.91175,0.93772,0.68347,0.98519,0.48109,1.20695,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435
141,16583.4,0.85042,0.53232,1.19302,0.90404,0.89692,0.93602,0.68362,0.98729,0.48117,1.20871,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077
142,16700.2,0.84916,0.54394,1.19057,0.90427,0.8894,0.93367,0.68384,0.9879,0.48259,1.2087,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791
143,16816,0.84635,0.53597,1.19369,0.90761,0.88755,0.92989,0.68079,0.98964,0.48404,1.20992,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579
144,16933.1,0.84938,0.53952,1.19277,0.90103,0.88877,0.92953,0.67964,0.99147,0.48334,1.21253,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442
145,17050,0.84736,0.52966,1.19091,0.89779,0.90098,0.93018,0.67722,0.9933,0.48644,1.21469,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382
146,17166.8,0.84223,0.53051,1.1884,0.90058,0.89729,0.92888,0.67793,0.99441,0.48509,1.21564,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794
147,17284.6,0.83871,0.52791,1.19261,0.89784,0.89476,0.92779,0.67743,0.99485,0.48939,1.21741,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497
148,17401.6,0.84063,0.52858,1.18704,0.89219,0.90429,0.92735,0.67689,0.99426,0.48894,1.21757,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676
149,17517.9,0.83847,0.5263,1.1882,0.89639,0.895,0.9273,0.67705,0.99284,0.48826,1.21695,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938
150,17634.9,0.84421,0.53286,1.19247,0.89584,0.89649,0.92857,0.67864,0.98934,0.48683,1.21461,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283
151,17750.2,0.84764,0.52817,1.19113,0.90148,0.89321,0.93067,0.68003,0.98688,0.48449,1.21361,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714
152,17865.3,0.83621,0.52057,1.18587,0.90771,0.89117,0.9301,0.67839,0.98518,0.48465,1.21244,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232
153,17981.9,0.82368,0.52195,1.17811,0.8998,0.89088,0.92773,0.67777,0.98381,0.48404,1.21109,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838
154,18099.4,0.83805,0.52724,1.18916,0.88306,0.91233,0.93004,0.67854,0.98316,0.48247,1.21195,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534
155,18216.3,0.82318,0.51574,1.18008,0.89829,0.89276,0.92974,0.67828,0.98166,0.48393,1.21219,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932
156,18333.6,0.82777,0.51879,1.17846,0.88347,0.90829,0.93087,0.68021,0.98197,0.48305,1.21344,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198
157,18450.2,0.83113,0.52158,1.17925,0.90904,0.88347,0.93072,0.68116,0.98205,0.48296,1.21327,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917
158,18567.6,0.82461,0.51683,1.17376,0.88136,0.9086,0.93059,0.67993,0.98252,0.48281,1.21356,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236
159,18684.3,0.82977,0.51815,1.18211,0.89086,0.8972,0.92877,0.68189,0.982,0.48168,1.21269,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398
160,18801.1,0.8254,0.51814,1.17577,0.91262,0.87328,0.92494,0.68165,0.98176,0.48107,1.21289,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657
161,18918.1,0.81422,0.51213,1.17254,0.91069,0.87086,0.92481,0.68277,0.98194,0.48073,1.21282,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014
162,19034.5,0.82026,0.51562,1.17937,0.91243,0.8722,0.92501,0.68318,0.98221,0.48072,1.21291,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705
163,19151.5,0.82161,0.50953,1.17411,0.90565,0.87783,0.92504,0.68382,0.98212,0.47891,1.21226,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274
164,19268.4,0.81881,0.51111,1.17278,0.90127,0.88636,0.92778,0.68387,0.9827,0.47905,1.21284,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858
165,19384.8,0.81915,0.51038,1.17179,0.89378,0.89248,0.92728,0.68446,0.98282,0.4786,1.21301,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469
166,19501.2,0.81827,0.51089,1.17083,0.88975,0.89639,0.92774,0.68289,0.98275,0.47989,1.21323,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115
167,19617.9,0.81319,0.51012,1.17332,0.88986,0.89662,0.92792,0.68303,0.98195,0.47956,1.21265,0.00222843,0.000742808,0.00222843,0.000742808,0.00222843,0.000742808,0.00222843,0.000742808
168,19732.9,0.81891,0.51373,1.17351,0.89327,0.89628,0.92808,0.68365,0.98102,0.47761,1.21192,0.00211067,0.000703558,0.00211067,0.000703558,0.00211067,0.000703558,0.00211067,0.000703558
169,19847.7,0.81606,0.51047,1.17111,0.89619,0.89414,0.92789,0.68278,0.98105,0.47776,1.21172,0.00199612,0.000665374,0.00199612,0.000665374,0.00199612,0.000665374,0.00199612,0.000665374
170,19964.2,0.81964,0.50817,1.17254,0.89953,0.89267,0.92767,0.68229,0.9808,0.47781,1.21127,0.0018848,0.000628266,0.0018848,0.000628266,0.0018848,0.000628266,0.0018848,0.000628266
171,20080.9,0.8079,0.50552,1.1629,0.90283,0.89033,0.92733,0.68185,0.98044,0.47895,1.2106,0.00177673,0.000592243,0.00177673,0.000592243,0.00177673,0.000592243,0.00177673,0.000592243
172,20198.6,0.81463,0.50472,1.17088,0.90917,0.8793,0.92739,0.6824,0.98097,0.47888,1.21131,0.00167194,0.000557313,0.00167194,0.000557313,0.00167194,0.000557313,0.00167194,0.000557313
173,20315.1,0.81654,0.50878,1.17317,0.91077,0.87985,0.92725,0.68378,0.98059,0.47883,1.2111,0.00157046,0.000523485,0.00157046,0.000523485,0.00157046,0.000523485,0.00157046,0.000523485
174,20431.9,0.812,0.50425,1.16974,0.91235,0.87939,0.92658,0.68223,0.98034,0.47939,1.21121,0.00147231,0.000490769,0.00147231,0.000490769,0.00147231,0.000490769,0.00147231,0.000490769
175,20548.8,0.79964,0.50168,1.16261,0.90818,0.8806,0.92643,0.68384,0.97992,0.48006,1.21104,0.00137751,0.000459171,0.00137751,0.000459171,0.00137751,0.000459171,0.00137751,0.000459171
