frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.040,Torchere A,Light-Flare,0.8473,inactive,457,186,507,259,,,,,svm
2,0.080,Torchere A,Light-Flare,0.8571,inactive,454,185,506,262,,,,,svm
3,0.120,Torchere A,Light-Flare,0.8592,inactive,453,183,505,261,,,,,svm
4,0.160,Torchere A,Light-Flare,0.8570,inactive,453,182,506,259,,,,,svm
5,0.200,Torchere A,Light-Flare,0.8641,bonne,451,182,505,259,,,,,svm
6,0.240,Torchere A,Light-Flare,0.8603,bonne,449,180,505,259,,,,,svm
7,0.280,Torchere A,Light-Flare,0.8518,bonne,447,179,505,261,,,,,svm
8,0.320,Torchere A,Light-Flare,0.8418,bonne,447,180,505,260,,,,,svm
9,0.360,Torchere A,Light-Flare,0.8406,bonne,445,179,505,261,,,,,svm
10,0.400,Torchere A,Light-Flare,0.8250,moyenne,442,175,506,260,,,,,svm
11,0.440,Torchere A,Light-Flare,0.8305,moyenne,445,174,506,260,,,,,svm
12,0.480,Torchere A,Light-Flare,0.8333,bonne,457,196,505,261,,,,,svm
13,0.520,Torchere A,Light-Flare,0.8471,bonne,456,195,504,262,,,,,svm
14,0.560,Torchere A,Light-Flare,0.8563,bonne,456,194,503,261,,,,,svm
15,0.600,Torchere A,Light-Flare,0.8514,bonne,455,193,502,260,,,,,svm
16,0.640,Torchere A,Light-Flare,0.8558,bonne,453,192,501,260,,,,,svm
17,0.680,Torchere A,Light-Flare,0.8589,bonne,453,190,501,260,,,,,svm
18,0.720,Torchere A,Light-Flare,0.8632,bonne,452,190,501,261,,,,,svm
19,0.760,Torchere A,Light-Flare,0.8623,bonne,451,190,501,261,,,,,svm
20,0.800,Torchere A,Light-Flare,0.8554,bonne,449,190,501,261,,,,,svm
21,0.840,Torchere A,Light-Flare,0.8534,bonne,448,190,501,260,,,,,svm
22,0.880,Torchere A,Light-Flare,0.8557,moyenne,446,188,501,260,,,,,svm
23,0.920,Torchere A,Light-Flare,0.8583,moyenne,444,187,501,261,,,,,svm
24,0.960,Torchere A,Light-Flare,0.8515,moyenne,442,187,501,262,,,,,svm
25,1.000,Torchere A,Light-Flare,0.8250,bonne,457,191,502,263,,,,,svm
26,1.040,Torchere A,Light-Flare,0.8252,bonne,456,191,501,264,,,,,svm
27,1.080,Torchere A,Light-Flare,0.8261,bonne,455,189,501,263,,,,,svm
28,1.120,Torchere A,Light-Flare,0.8343,bonne,454,188,500,262,,,,,svm
29,1.160,Torchere A,Light-Flare,0.8312,bonne,452,189,500,262,,,,,svm
30,1.200,Torchere A,Light-Flare,0.8197,bonne,452,189,500,262,,,,,svm
31,1.240,Torchere A,Light-Flare,0.8404,bonne,452,192,499,261,,,,,svm
32,1.280,Torchere A,Light-Flare,0.8306,bonne,453,194,499,263,,,,,svm
33,1.320,Torchere A,Light-Flare,0.8420,bonne,453,193,499,263,,,,,svm
34,1.360,Torchere A,Light-Flare,0.8398,bonne,451,193,498,262,,,,,svm
35,1.400,Torchere A,Light-Flare,0.8315,bonne,451,193,498,263,,,,,svm
36,1.440,Torchere A,Light-Flare,0.8307,bonne,450,193,498,263,,,,,svm
37,1.480,Torchere A,Light-Flare,0.8484,bonne,449,191,498,263,,,,,svm
38,1.520,Torchere A,Light-Flare,0.8402,bonne,452,191,498,263,,,,,svm
39,1.560,Torchere A,Light-Flare,0.8395,bonne,451,194,497,264,,,,,svm
40,1.600,Torchere A,Light-Flare,0.8402,bonne,450,193,497,264,,,,,svm
41,1.640,Torchere A,Light-Flare,0.8457,bonne,452,191,497,263,,,,,svm
42,1.680,Torchere A,Light-Flare,0.8412,bonne,451,189,497,264,,,,,svm
43,1.720,Torchere A,Light-Flare,0.8245,bonne,453,191,497,265,,,,,svm
44,1.760,Torchere A,Light-Flare,0.8255,bonne,452,192,497,265,,,,,svm
45,1.800,Torchere A,Light-Flare,0.8340,bonne,450,191,497,263,,,,,svm
46,1.840,Torchere A,Light-Flare,0.8255,bonne,452,196,496,264,,,,,svm
47,1.880,Torchere A,Light-Flare,0.8354,bonne,452,195,496,264,,,,,svm
48,1.920,Torchere A,Light-Flare,0.8278,bonne,451,194,497,265,,,,,svm
49,1.960,Torchere A,Light-Flare,0.8241,bonne,453,193,497,263,,,,,svm
50,2.000,Torchere A,Light-Flare,0.8314,bonne,452,190,497,263,,,,,svm
51,2.040,Torchere A,Light-Flare,0.8322,bonne,448,188,496,263,,,,,svm
52,2.080,Torchere A,Light-Flare,0.8049,bonne,450,195,495,263,,,,,svm
53,2.120,Torchere A,Light-Flare,0.7984,bonne,451,197,496,262,,,,,svm
54,2.160,Torchere A,Light-Flare,0.7858,bonne,454,201,494,264,,,,,svm
55,2.200,Torchere A,Light-Flare,0.7965,bonne,453,201,494,264,,,,,svm
56,2.240,Torchere A,Light-Flare,0.8079,bonne,452,202,493,263,,,,,svm
57,2.280,Torchere A,Light-Flare,0.8107,bonne,450,200,493,264,,,,,svm
58,2.320,Torchere A,Light-Flare,0.8079,bonne,449,198,493,264,,,,,svm
59,2.360,Torchere A,Light-Flare,0.8262,bonne,447,197,493,264,,,,,svm
60,2.400,Torchere A,Light-Flare,0.8378,bonne,445,195,493,264,,,,,svm
61,2.440,Torchere A,Light-Flare,0.8462,bonne,443,194,494,264,,,,,svm
62,2.480,Torchere A,Light-Flare,0.8266,bonne,447,193,494,264,,,,,svm
