frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity
16,0.640,Torchere A,Medium-Flare,0.4619,moyenne,483,181,507,204,0.0,0.246,0.317,0.843
17,0.680,Torchere B,Medium-Flare,0.5633,moyenne,296,190,317,209,0.0,0.185,0.208,0.854
17,0.680,Torchere A,Medium-Flare,0.4603,moyenne,482,181,507,203,0.0,0.225,0.395,0.836
18,0.720,Torchere B,Medium-Flare,0.6621,moyenne,296,189,318,211,0.0,0.145,0.285,0.837
19,0.760,Torchere B,Medium-Flare,0.6360,moyenne,297,190,319,211,0.0,0.167,0.24,0.846
19,0.760,Torchere A,Light-Flare,0.4000,bonne,481,181,507,205,0.0,0.199,0.438,0.831
20,0.800,Torchere B,Medium-Flare,0.6989,moyenne,297,190,319,213,0.0,0.148,0.279,0.833
20,0.800,Torchere A,Light-Flare,0.4787,bonne,480,182,507,207,0.0,0.166,0.49,0.821
21,0.840,Torchere B,Medium-Flare,0.7068,moyenne,297,190,318,213,0.0,0.159,0.277,0.838
21,0.840,Torchere A,Light-Flare,0.5515,bonne,479,183,507,208,0.0,0.166,0.499,0.818
22,0.880,Torchere B,Medium-Flare,0.6596,moyenne,297,191,318,214,0.0,0.153,0.265,0.841
22,0.880,Torchere A,Light-Flare,0.6300,bonne,479,184,509,208,0.0,0.139,0.5,0.817
23,0.920,Torchere B,Medium-Flare,0.4946,moyenne,298,192,319,215,0.0,0.135,0.317,0.833
23,0.920,Torchere A,Light-Flare,0.6454,bonne,479,184,509,211,0.0,0.13,0.598,0.804
24,0.960,Torchere B,Medium-Flare,0.4475,moyenne,298,193,319,216,0.0,0.126,0.288,0.838
24,0.960,Torchere A,Medium-Flare,0.4645,moyenne,480,187,509,212,0.0,0.131,0.538,0.812
24,0.960,Torchere A,Light-Flare,0.4520,moyenne,479,185,509,213,0.0,0.113,0.594,0.803
25,1.000,Torchere A,Light-Flare,0.5441,bonne,479,191,507,214,0.0,0.168,0.514,0.812
26,1.040,Torchere A,Light-Flare,0.5703,bonne,479,193,506,215,0.0,0.182,0.465,0.82
27,1.080,Torchere A,Light-Flare,0.7004,bonne,480,194,506,215,0.0,0.203,0.452,0.827
28,1.120,Torchere B,Medium-Flare,0.5092,moyenne,294,199,316,220,0.0,0.149,0.242,0.848
28,1.120,Torchere A,Light-Flare,0.6872,bonne,478,194,503,214,0.0,0.202,0.41,0.837
29,1.160,Torchere B,Medium-Flare,0.4647,moyenne,290,198,314,219,0.0,0.135,0.373,0.837
29,1.160,Torchere A,Light-Flare,0.6849,bonne,477,194,503,214,0.0,0.223,0.45,0.833
30,1.200,Torchere B,Medium-Flare,0.6175,moyenne,291,196,313,217,0.0,0.119,0.323,0.842
30,1.200,Torchere A,Light-Flare,0.6466,bonne,476,191,503,213,0.0,0.192,0.493,0.82
31,1.240,Torchere B,Medium-Flare,0.6077,moyenne,291,197,314,216,0.0,0.08,0.359,0.837
31,1.240,Torchere A,Light-Flare,0.6480,bonne,478,191,502,211,0.0,0.244,0.417,0.843
32,1.280,Torchere B,Medium-Flare,0.5425,moyenne,291,196,313,217,0.0,0.071,0.368,0.828
32,1.280,Torchere A,Light-Flare,0.4899,bonne,474,191,501,213,0.0,0.195,0.433,0.829
33,1.320,Torchere A,Light-Flare,0.5063,bonne,473,191,497,214,0.0,0.188,0.426,0.825
34,1.360,Torchere A,Light-Flare,0.5899,bonne,472,193,496,213,0.0,0.221,0.323,0.84
35,1.400,Torchere B,Medium-Flare,0.4005,moyenne,281,200,301,219,0.0,0.192,0.211,0.85
35,1.400,Torchere A,Light-Flare,0.4684,bonne,470,195,494,213,0.0,0.259,0.238,0.849
36,1.440,Torchere B,Medium-Flare,0.4855,moyenne,280,198,301,216,0.0,0.193,0.18,0.864
36,1.440,Torchere A,Light-Flare,0.4813,bonne,468,194,493,213,0.0,0.269,0.274,0.852
37,1.480,Torchere B,Medium-Flare,0.5074,moyenne,278,199,298,216,0.0,0.282,0.144,0.879
37,1.480,Torchere A,Light-Flare,0.4977,bonne,466,193,490,212,0.0,0.252,0.32,0.849
38,1.520,Torchere A,Light-Flare,0.4128,bonne,464,195,487,213,0.0,0.297,0.271,0.859
39,1.560,Torchere B,Light-Flare,0.4423,bonne,270,199,294,222,0.0,0.174,0.274,0.833
39,1.560,Torchere A,Light-Flare,0.5972,bonne,454,195,483,214,0.0,0.229,0.367,0.841
40,1.600,Torchere B,Light-Flare,0.4962,bonne,270,200,290,221,0.0,0.198,0.148,0.861
40,1.600,Torchere A,Light-Flare,0.4844,bonne,453,195,481,216,0.0,0.196,0.372,0.84
41,1.640,Torchere B,Medium-Flare,0.7143,moyenne,270,202,290,223,0.0,0.148,0.198,0.845
42,1.680,Torchere A,Medium-Flare,0.4552,moyenne,450,196,477,216,0.0,0.18,0.252,0.847
43,1.720,Torchere B,Medium-Flare,0.4700,moyenne,266,204,287,222,0.0,0.085,0.116,0.854
43,1.720,Torchere A,Medium-Flare,0.4955,moyenne,450,198,475,216,0.0,0.256,0.182,0.862
44,1.760,Torchere B,Medium-Flare,0.5445,moyenne,261,202,285,224,0.0,0.047,0.229,0.832
44,1.760,Torchere A,Medium-Flare,0.4708,moyenne,447,199,474,219,0.0,0.196,0.254,0.841
45,1.800,Torchere B,Medium-Flare,0.6033,moyenne,260,204,280,224,0.0,0.117,0.207,0.852
45,1.800,Torchere A,Medium-Flare,0.5443,moyenne,445,200,471,220,0.0,0.215,0.254,0.846
46,1.840,Torchere B,Medium-Flare,0.5127,moyenne,257,207,280,225,0.0,0.159,0.184,0.861
47,1.880,Torchere B,Medium-Flare,0.5347,moyenne,253,207,273,226,0.0,0.226,0.097,0.869
47,1.880,Torchere A,Medium-Flare,0.4654,moyenne,441,201,465,222,0.0,0.196,0.185,0.851
48,1.920,Torchere B,Medium-Flare,0.5503,moyenne,247,206,273,227,0.0,0.13,0.168,0.849
48,1.920,Torchere A,Medium-Flare,0.6011,moyenne,440,202,463,223,0.0,0.213,0.232,0.852
49,1.960,Torchere B,Medium-Flare,0.4845,moyenne,246,209,270,228,0.0,0.189,0.173,0.861
49,1.960,Torchere A,Medium-Flare,0.6719,moyenne,436,201,460,223,0.0,0.197,0.248,0.852
50,2.000,Torchere B,Medium-Flare,0.4527,moyenne,243,210,267,229,0.0,0.156,0.118,0.866
50,2.000,Torchere A,Medium-Flare,0.4905,moyenne,434,200,458,225,0.0,0.158,0.267,0.84
51,2.040,Torchere B,Medium-Flare,0.5572,moyenne,241,211,265,230,0.0,0.154,0.138,0.867
51,2.040,Torchere A,Medium-Flare,0.5370,moyenne,434,204,455,224,0.0,0.221,0.148,0.868
52,2.080,Torchere B,Medium-Flare,0.6423,moyenne,239,211,264,232,0.0,0.105,0.149,0.854
52,2.080,Torchere A,Medium-Flare,0.6529,moyenne,430,205,453,226,0.0,0.205,0.151,0.857
53,2.120,Torchere B,Medium-Flare,0.5015,moyenne,240,213,260,234,0.0,0.145,0.143,0.859
53,2.120,Torchere A,Medium-Flare,0.6638,moyenne,430,207,450,226,0.0,0.263,0.166,0.874
54,2.160,Torchere B,Medium-Flare,0.5258,moyenne,240,213,258,235,0.0,0.104,0.119,0.858
54,2.160,Torchere A,Medium-Flare,0.6174,moyenne,429,209,448,226,0.0,0.31,0.034,0.891
55,2.200,Torchere A,Medium-Flare,0.6586,moyenne,425,210,448,228,0.0,0.203,0.123,0.863
56,2.240,Torchere B,Medium-Flare,0.6191,moyenne,235,217,256,238,0.0,0.134,0.143,0.849
56,2.240,Torchere A,Medium-Flare,0.5979,moyenne,424,211,447,230,0.0,0.227,0.082,0.864
57,2.280,Torchere B,Medium-Flare,0.4848,moyenne,234,217,254,238,0.0,0.171,0.198,0.851
57,2.280,Torchere A,Medium-Flare,0.6945,moyenne,423,212,444,231,0.0,0.271,0.083,0.871
58,2.320,Torchere B,Medium-Flare,0.5219,moyenne,229,218,253,239,0.0,0.129,0.284,0.841
58,2.320,Torchere A,Medium-Flare,0.5087,moyenne,420,210,443,230,0.0,0.246,0.111,0.87
58,2.320,Torchere A,Light-Flare,0.4648,moyenne,421,208,443,230,0.0,0.233,0.12,0.866
59,2.360,Torchere B,Light-Flare,0.4493,bonne,230,219,250,239,0.0,0.203,0.242,0.862
59,2.360,Torchere A,Medium-Flare,0.6688,moyenne,420,211,441,231,0.0,0.245,0.095,0.878
60,2.400,Torchere A,Medium-Flare,0.4671,moyenne,414,210,437,232,0.0,0.294,0.105,0.866
61,2.440,Torchere B,Medium-Flare,0.4226,moyenne,224,220,246,238,0.0,0.22,0.237,0.876
62,2.480,Torchere B,Medium-Flare,0.4154,moyenne,220,221,244,239,0.0,0.181,0.245,0.867
62,2.480,Torchere A,Medium-Flare,0.4271,moyenne,409,213,433,235,0.0,0.212,0.129,0.862
63,2.520,Torchere B,Light-Flare,0.4075,bonne,218,221,240,242,0.0,0.169,0.316,0.848
63,2.520,Torchere A,Medium-Flare,0.5665,moyenne,400,212,431,236,0.0,0.156,0.301,0.835
65,2.600,Torchere B,Medium-Flare,0.4572,moyenne,216,226,236,242,0.0,0.253,0.322,0.857
66,2.640,Torchere A,Light-Flare,0.4380,bonne,397,215,423,237,0.0,0.18,0.245,0.845
67,2.680,Torchere B,Medium-Flare,0.6518,moyenne,211,225,230,243,0.0,0.237,0.345,0.858
68,2.720,Torchere B,Medium-Flare,0.5976,moyenne,208,223,229,248,0.0,0.164,0.478,0.822
69,2.760,Torchere B,Light-Flare,0.5215,bonne,205,225,227,247,0.0,0.209,0.421,0.837
70,2.800,Torchere B,Medium-Flare,0.5258,moyenne,203,226,223,247,0.0,0.24,0.362,0.85
70,2.800,Torchere A,Medium-Flare,0.4411,moyenne,392,221,414,240,0.0,0.301,0.065,0.868
71,2.840,Torchere B,Medium-Flare,0.5347,moyenne,201,225,222,247,0.0,0.21,0.403,0.848
71,2.840,Torchere A,Medium-Flare,0.4693,moyenne,388,220,413,241,0.0,0.206,0.229,0.845
72,2.880,Torchere B,Medium-Flare,0.6414,moyenne,200,224,221,248,0.0,0.175,0.347,0.841
72,2.880,Torchere A,Medium-Flare,0.4837,moyenne,387,221,411,241,0.0,0.242,0.196,0.852
73,2.920,Torchere B,Medium-Flare,0.4782,moyenne,199,224,218,248,0.0,0.224,0.325,0.85
73,2.920,Torchere A,Medium-Flare,0.5543,moyenne,385,221,408,242,0.0,0.24,0.215,0.849
74,2.960,Torchere B,Medium-Flare,0.5984,moyenne,196,227,216,249,0.0,0.205,0.361,0.842
74,2.960,Torchere A,Medium-Flare,0.6054,moyenne,383,222,406,242,0.0,0.25,0.202,0.851
75,3.000,Torchere B,Medium-Flare,0.4463,moyenne,194,228,215,247,0.0,0.211,0.316,0.847
75,3.000,Torchere B,Light-Flare,0.4239,moyenne,194,227,214,247,0.0,0.21,0.335,0.846
75,3.000,Torchere A,Medium-Flare,0.5657,moyenne,383,221,404,241,0.0,0.288,0.207,0.857
76,3.040,Torchere B,Medium-Flare,0.5407,moyenne,191,228,214,248,0.0,0.17,0.422,0.837
76,3.040,Torchere A,Medium-Flare,0.6047,moyenne,376,221,403,242,0.0,0.242,0.312,0.841
77,3.080,Torchere B,Medium-Flare,0.5280,moyenne,190,226,211,248,0.0,0.197,0.442,0.831
77,3.080,Torchere A,Medium-Flare,0.5396,moyenne,374,221,401,241,0.0,0.228,0.285,0.846
78,3.120,Torchere B,Medium-Flare,0.4411,moyenne,187,225,207,248,0.0,0.191,0.45,0.83
78,3.120,Torchere A,Medium-Flare,0.6398,moyenne,372,219,399,241,0.0,0.229,0.293,0.837
79,3.160,Torchere B,Medium-Flare,0.4434,moyenne,186,224,206,246,0.0,0.227,0.37,0.841
79,3.160,Torchere A,Medium-Flare,0.6669,moyenne,370,216,398,240,0.0,0.193,0.329,0.832
80,3.200,Torchere B,Light-Flare,0.4049,bonne,186,221,206,241,0.0,0.24,0.312,0.858
80,3.200,Torchere A,Medium-Flare,0.5915,moyenne,368,214,395,235,0.0,0.217,0.256,0.85
81,3.240,Torchere B,Medium-Flare,0.5827,moyenne,182,215,205,236,0.0,0.197,0.455,0.841
81,3.240,Torchere A,Medium-Flare,0.5739,moyenne,365,205,395,231,0.0,0.133,0.187,0.836
82,3.280,Torchere B,Medium-Flare,0.6557,moyenne,179,211,202,234,0.0,0.178,0.456,0.833
83,3.320,Torchere B,Medium-Flare,0.5724,moyenne,183,210,201,233,0.0,0.2,0.341,0.842
84,3.360,Torchere B,Medium-Flare,0.4903,moyenne,181,208,201,232,0.0,0.16,0.381,0.836
85,3.400,Torchere B,Medium-Flare,0.6050,moyenne,178,209,200,231,0.0,0.159,0.434,0.831
86,3.440,Torchere B,Medium-Flare,0.5136,moyenne,177,211,199,231,0.0,0.184,0.355,0.839
87,3.480,Torchere B,Medium-Flare,0.4542,moyenne,177,211,197,231,0.0,0.198,0.357,0.836
88,3.520,Torchere B,Medium-Flare,0.4936,moyenne,176,210,197,230,0.0,0.219,0.343,0.842
88,3.520,Torchere B,Light-Flare,0.4225,moyenne,176,208,196,229,0.0,0.219,0.364,0.844
89,3.560,Torchere B,Medium-Flare,0.4296,moyenne,174,208,196,229,0.0,0.24,0.366,0.843
89,3.560,Torchere B,Light-Flare,0.4084,moyenne,174,207,195,228,0.0,0.252,0.367,0.848
90,3.600,Torchere B,Light-Flare,0.4707,moyenne,173,207,193,228,0.0,0.269,0.3,0.861
90,3.600,Torchere B,Medium-Flare,0.4001,moyenne,172,209,193,229,0.0,0.269,0.274,0.859
91,3.640,Torchere B,Medium-Flare,0.5252,moyenne,171,208,192,228,0.0,0.302,0.279,0.867
92,3.680,Torchere B,Medium-Flare,0.4571,moyenne,172,208,191,229,0.0,0.291,0.243,0.87
93,3.720,Torchere B,Medium-Flare,0.6039,moyenne,170,207,191,229,0.0,0.258,0.348,0.853
94,3.760,Torchere B,Medium-Flare,0.5239,moyenne,170,208,190,229,0.0,0.255,0.262,0.86
95,3.800,Torchere B,Medium-Flare,0.5401,moyenne,169,209,189,229,0.0,0.175,0.212,0.859
96,3.840,Torchere B,Medium-Flare,0.4105,moyenne,167,210,190,230,0.0,0.137,0.333,0.837
97,3.880,Torchere B,Medium-Flare,0.5186,moyenne,166,209,189,231,0.0,0.142,0.458,0.824
97,3.880,Torchere A,Light-Flare,0.5069,bonne,353,202,377,226,0.0,0.24,0.207,0.845
98,3.920,Torchere B,Medium-Flare,0.5119,moyenne,164,210,188,231,0.0,0.133,0.381,0.83
99,3.960,Torchere B,Medium-Flare,0.5181,moyenne,164,212,185,232,0.0,0.193,0.371,0.839
100,4.000,Torchere B,Medium-Flare,0.5883,moyenne,162,212,184,231,0.0,0.189,0.354,0.844
101,4.040,Torchere B,Medium-Flare,0.5554,moyenne,161,213,182,231,0.0,0.251,0.286,0.858
101,4.040,Torchere A,Light-Flare,0.4498,bonne,342,202,373,227,0.0,0.139,0.259,0.838
102,4.080,Torchere B,Medium-Flare,0.5304,moyenne,159,213,179,232,0.0,0.271,0.266,0.86
102,4.080,Torchere A,Light-Flare,0.4586,bonne,326,201,373,228,0.0,0.079,0.388,0.816
103,4.120,Torchere B,Medium-Flare,0.5820,moyenne,153,212,178,233,0.0,0.183,0.411,0.84
103,4.120,Torchere A,Light-Flare,0.4634,bonne,334,203,371,226,0.0,0.133,0.257,0.837
104,4.160,Torchere B,Medium-Flare,0.7064,moyenne,149,211,177,234,0.0,0.134,0.464,0.825
104,4.160,Torchere A,Light-Flare,0.4004,bonne,336,204,368,227,0.0,0.141,0.198,0.841
105,4.200,Torchere B,Medium-Flare,0.6959,moyenne,148,213,176,235,0.0,0.138,0.468,0.825
105,4.200,Torchere A,Light-Flare,0.4633,bonne,325,203,365,229,0.0,0.1,0.408,0.818
106,4.240,Torchere B,Medium-Flare,0.5712,moyenne,150,214,174,235,0.0,0.185,0.442,0.833
109,4.360,Torchere B,Dark-Flare,0.6125,mauvaise,147,217,172,237,0.0,0.18,0.496,0.831
110,4.400,Torchere B,Medium-Flare,0.4881,moyenne,148,220,171,238,0.0,0.203,0.399,0.84
111,4.440,Torchere B,Medium-Flare,0.5195,moyenne,146,219,171,239,0.0,0.194,0.466,0.829
112,4.480,Torchere B,Medium-Flare,0.4969,moyenne,145,219,170,239,0.0,0.166,0.394,0.835
113,4.520,Torchere B,Medium-Flare,0.6972,moyenne,145,220,169,239,0.0,0.224,0.386,0.847
114,4.560,Torchere B,Medium-Flare,0.6468,moyenne,145,221,168,240,0.0,0.22,0.275,0.848
115,4.600,Torchere B,Medium-Flare,0.6734,moyenne,144,219,167,240,0.0,0.159,0.366,0.828
116,4.640,Torchere B,Medium-Flare,0.6433,moyenne,145,220,168,239,0.0,0.178,0.325,0.837
117,4.680,Torchere B,Medium-Flare,0.5339,moyenne,145,220,168,239,0.0,0.176,0.382,0.828
117,4.680,Torchere A,Medium-Flare,0.4224,moyenne,333,209,359,233,0.0,0.188,0.284,0.842
118,4.720,Torchere B,Medium-Flare,0.4915,moyenne,146,221,167,239,0.0,0.188,0.299,0.835
118,4.720,Torchere A,Medium-Flare,0.4947,moyenne,332,207,358,232,0.0,0.165,0.225,0.847
119,4.760,Torchere B,Medium-Flare,0.5168,moyenne,144,218,166,239,0.0,0.16,0.381,0.814
119,4.760,Torchere A,Medium-Flare,0.5352,moyenne,329,205,359,232,0.0,0.14,0.291,0.837
120,4.800,Torchere A,Medium-Flare,0.4916,moyenne,320,203,358,231,0.0,0.093,0.303,0.824
121,4.840,Torchere B,Medium-Flare,0.4963,moyenne,145,217,167,236,0.0,0.237,0.349,0.822
121,4.840,Torchere A,Medium-Flare,0.5645,moyenne,320,202,359,230,0.0,0.102,0.318,0.825
122,4.880,Torchere B,Medium-Flare,0.6441,moyenne,145,213,166,236,0.0,0.222,0.383,0.807
122,4.880,Torchere A,Medium-Flare,0.5273,moyenne,318,200,358,227,0.0,0.107,0.266,0.83
123,4.920,Torchere B,Medium-Flare,0.5358,moyenne,145,210,166,233,0.002,0.182,0.371,0.805
123,4.920,Torchere A,Medium-Flare,0.4130,moyenne,319,199,358,225,0.0,0.099,0.261,0.83
124,4.960,Torchere B,Medium-Flare,0.5180,moyenne,144,210,166,230,0.002,0.161,0.307,0.808
124,4.960,Torchere A,Medium-Flare,0.4019,moyenne,320,197,359,224,0.0,0.085,0.318,0.823
125,5.000,Torchere B,Medium-Flare,0.5589,moyenne,143,208,167,230,0.0,0.127,0.439,0.786
126,5.040,Torchere B,Medium-Flare,0.4234,moyenne,146,205,167,229,0.0,0.141,0.407,0.788
127,5.080,Torchere B,Medium-Flare,0.5236,moyenne,147,206,168,227,0.0,0.2,0.433,0.792
128,5.120,Torchere B,Medium-Flare,0.5106,moyenne,147,205,168,225,0.0,0.202,0.362,0.798
128,5.120,Torchere A,Medium-Flare,0.4710,moyenne,333,196,359,216,0.0,0.212,0.179,0.867
129,5.160,Torchere B,Medium-Flare,0.4970,moyenne,148,204,168,223,0.0,0.234,0.324,0.806
129,5.160,Torchere A,Medium-Flare,0.5780,moyenne,335,194,359,215,0.0,0.248,0.187,0.868
130,5.200,Torchere A,Medium-Flare,0.6595,moyenne,334,190,359,216,0.0,0.197,0.305,0.849
131,5.240,Torchere A,Medium-Flare,0.6453,moyenne,330,188,359,215,0.0,0.132,0.33,0.834
132,5.280,Torchere A,Medium-Flare,0.6052,moyenne,326,186,358,215,0.0,0.086,0.483,0.823
133,5.320,Torchere B,Medium-Flare,0.5357,moyenne,143,200,166,222,0.0,0.223,0.425,0.8
133,5.320,Torchere A,Medium-Flare,0.6254,moyenne,322,187,358,216,0.0,0.086,0.404,0.818
134,5.360,Torchere B,Medium-Flare,0.5465,moyenne,144,200,165,222,0.0,0.219,0.383,0.804
134,5.360,Torchere A,Medium-Flare,0.5377,moyenne,320,186,357,215,0.0,0.085,0.42,0.815
135,5.400,Torchere B,Medium-Flare,0.5302,moyenne,142,199,165,220,0.0,0.193,0.414,0.795
135,5.400,Torchere A,Medium-Flare,0.5483,moyenne,329,188,357,213,0.0,0.153,0.364,0.829
136,5.440,Torchere B,Medium-Flare,0.6274,moyenne,143,197,165,220,0.0,0.156,0.443,0.778
136,5.440,Torchere A,Medium-Flare,0.5723,moyenne,322,186,357,214,0.0,0.116,0.427,0.817
137,5.480,Torchere B,Medium-Flare,0.6109,moyenne,142,198,164,219,0.0,0.171,0.424,0.787
137,5.480,Torchere A,Medium-Flare,0.5799,moyenne,330,185,357,212,0.0,0.167,0.442,0.83
138,5.520,Torchere B,Medium-Flare,0.5350,moyenne,143,199,164,219,0.0,0.176,0.426,0.797
138,5.520,Torchere A,Medium-Flare,0.5254,moyenne,326,186,357,212,0.0,0.145,0.439,0.825
139,5.560,Torchere B,Medium-Flare,0.5337,moyenne,142,198,163,219,0.0,0.172,0.449,0.784
139,5.560,Torchere A,Medium-Flare,0.4040,moyenne,322,185,357,211,0.0,0.121,0.426,0.824
140,5.600,Torchere B,Medium-Flare,0.5531,moyenne,143,198,162,218,0.0,0.221,0.371,0.791
140,5.600,Torchere A,Medium-Flare,0.5376,moyenne,318,185,356,211,0.0,0.107,0.374,0.826
141,5.640,Torchere B,Medium-Flare,0.6282,moyenne,142,197,161,218,0.0,0.241,0.429,0.777
141,5.640,Torchere A,Medium-Flare,0.6148,moyenne,321,185,353,210,0.0,0.142,0.361,0.834
142,5.680,Torchere B,Medium-Flare,0.6335,moyenne,139,196,160,218,0.0,0.19,0.411,0.772
143,5.720,Torchere B,Medium-Flare,0.5527,moyenne,137,196,158,218,0.002,0.195,0.457,0.778
143,5.720,Torchere A,Medium-Flare,0.4445,moyenne,318,185,351,209,0.0,0.131,0.34,0.828
144,5.760,Torchere B,Medium-Flare,0.4036,moyenne,135,196,156,216,0.002,0.233,0.333,0.811
145,5.800,Torchere B,Medium-Flare,0.4595,moyenne,135,195,156,216,0.0,0.256,0.347,0.798
145,5.800,Torchere A,Light-Flare,0.5005,bonne,317,185,349,208,0.0,0.135,0.334,0.829
146,5.840,Torchere B,Medium-Flare,0.5005,moyenne,131,194,154,216,0.0,0.198,0.413,0.789
146,5.840,Torchere A,Light-Flare,0.4874,bonne,315,186,348,207,0.0,0.134,0.352,0.834
147,5.880,Torchere B,Medium-Flare,0.4357,moyenne,129,193,154,215,0.002,0.156,0.431,0.775
147,5.880,Torchere A,Medium-Flare,0.5205,moyenne,317,186,345,206,0.0,0.198,0.268,0.85
148,5.920,Torchere B,Medium-Flare,0.5405,moyenne,126,194,153,215,0.0,0.15,0.466,0.785
148,5.920,Torchere A,Medium-Flare,0.5544,moyenne,314,184,344,207,0.0,0.162,0.357,0.84
149,5.960,Torchere B,Medium-Flare,0.5020,moyenne,125,194,153,215,0.0,0.151,0.473,0.78
149,5.960,Torchere A,Medium-Flare,0.4526,moyenne,316,185,342,206,0.0,0.209,0.282,0.854
151,6.040,Torchere B,Medium-Flare,0.6251,moyenne,122,193,148,215,0.0,0.14,0.449,0.795
151,6.040,Torchere A,Medium-Flare,0.4364,moyenne,313,179,337,205,0.0,0.163,0.373,0.842
152,6.080,Torchere B,Medium-Flare,0.6574,moyenne,122,192,149,215,0.0,0.156,0.475,0.784
152,6.080,Torchere A,Medium-Flare,0.5111,moyenne,312,179,337,204,0.0,0.15,0.363,0.843
153,6.120,Torchere B,Medium-Flare,0.6620,moyenne,122,192,147,214,0.0,0.191,0.491,0.793
153,6.120,Torchere A,Medium-Flare,0.6072,moyenne,310,178,336,204,0.0,0.143,0.445,0.837
154,6.160,Torchere B,Medium-Flare,0.6413,moyenne,119,192,146,213,0.0,0.162,0.409,0.789
154,6.160,Torchere A,Medium-Flare,0.4770,moyenne,302,179,335,204,0.0,0.093,0.47,0.825
155,6.200,Torchere B,Medium-Flare,0.5935,moyenne,120,189,142,214,0.002,0.153,0.447,0.784
155,6.200,Torchere A,Light-Flare,0.5276,bonne,306,182,332,202,0.0,0.169,0.342,0.847
156,6.240,Torchere B,Medium-Flare,0.6128,moyenne,116,189,141,215,0.002,0.135,0.515,0.751
156,6.240,Torchere A,Light-Flare,0.4051,bonne,306,183,331,202,0.0,0.173,0.238,0.852
157,6.280,Torchere B,Medium-Flare,0.5992,moyenne,115,190,142,214,0.002,0.136,0.523,0.754
157,6.280,Torchere A,Light-Flare,0.4505,bonne,308,184,327,203,0.0,0.194,0.177,0.866
158,6.320,Torchere B,Medium-Flare,0.5777,moyenne,115,190,140,214,0.0,0.152,0.452,0.782
158,6.320,Torchere A,Light-Flare,0.4418,bonne,303,184,327,202,0.0,0.183,0.201,0.853
159,6.360,Torchere B,Medium-Flare,0.5753,moyenne,114,190,138,214,0.0,0.149,0.474,0.78
162,6.480,Torchere B,Medium-Flare,0.5608,moyenne,110,193,131,214,0.005,0.231,0.37,0.785
163,6.520,Torchere B,Medium-Flare,0.4351,moyenne,110,193,131,214,0.0,0.231,0.395,0.793
166,6.640,Torchere A,Light-Flare,0.5082,bonne,290,185,314,205,0.0,0.135,0.273,0.852
167,6.680,Torchere A,Light-Flare,0.6212,bonne,290,187,312,206,0.0,0.208,0.196,0.866
168,6.720,Torchere A,Light-Flare,0.6208,bonne,288,186,311,206,0.0,0.211,0.263,0.858
169,6.760,Torchere B,Medium-Flare,0.4344,moyenne,101,194,120,216,0.014,0.136,0.407,0.695
