frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.033,Torchere A,Light-Smoke,0.4744,inactive,464,0,768,184,,,,,svm
2,0.067,Torchere A,Light-Smoke,0.5343,inactive,470,0,691,184,,,,,svm
4,0.133,Torchere A,Light-Smoke,0.5910,inactive,473,2,708,184,,,,,svm
5,0.167,Torchere A,Light-Smoke,0.5293,inactive,475,0,767,184,,,,,svm
6,0.200,Torchere A,Light-Smoke,0.4962,inactive,475,1,767,183,,,,,svm
18,0.601,Torchere A,Light-Smoke,0.4769,inactive,2,5,743,217,,,,,svm
19,0.634,Torchere A,Light-Smoke,0.5772,inactive,4,6,728,207,,,,,svm
28,0.934,Torchere A,Medium-Smoke,0.4586,inactive,28,3,758,204,,,,,svm
29,0.968,Torchere A,Medium-Smoke,0.4829,inactive,28,4,761,200,,,,,svm
30,1.001,Torchere A,Medium-Smoke,0.5632,inactive,21,5,766,199,,,,,svm
31,1.034,Torchere A,Medium-Smoke,0.4976,inactive,21,4,766,201,,,,,svm
33,1.101,Torchere A,Medium-Smoke,0.6523,inactive,23,3,768,201,,,,,svm
34,1.134,Torchere A,Light-Smoke,0.4525,inactive,4,2,764,201,,,,,svm
40,1.335,Torchere A,Light-Smoke,0.5475,inactive,23,1,705,202,,,,,svm
41,1.368,Torchere A,Light-Smoke,0.8019,inactive,9,1,734,204,,,,,svm
42,1.401,Torchere A,Light-Smoke,0.7782,inactive,7,0,749,204,,,,,svm
43,1.435,Torchere A,Light-Smoke,0.6756,inactive,9,0,741,202,,,,,svm
45,1.502,Torchere A,Light-Smoke,0.7455,inactive,3,1,748,203,,,,,svm
46,1.535,Torchere A,Light-Smoke,0.5362,inactive,14,3,754,196,,,,,svm
48,1.602,Torchere A,Light-Smoke,0.6562,inactive,34,0,729,203,,,,,svm
50,1.668,Torchere A,Light-Smoke,0.5590,inactive,52,0,762,207,,,,,svm
50,1.668,Torchere B,Medium-Smoke,0.4304,inactive,57,0,729,205,,,,,svm
51,1.702,Torchere B,Light-Smoke,0.5863,inactive,45,1,765,209,,,,,svm
52,1.735,Torchere B,Light-Smoke,0.6292,inactive,37,0,748,205,,,,,svm
62,2.069,Torchere A,Light-Smoke,0.5362,inactive,471,2,768,185,,,,,svm
85,2.836,Torchere A,Light-Smoke,0.4749,inactive,450,1,694,185,,,,,svm
86,2.870,Torchere A,Light-Smoke,0.5787,inactive,456,1,715,187,,,,,svm
87,2.903,Torchere A,Light-Smoke,0.8012,inactive,464,1,765,185,,,,,svm
88,2.936,Torchere A,Light-Smoke,0.8069,inactive,464,1,755,185,,,,,svm
88,2.936,Torchere B,Light-Smoke,0.5078,inactive,0,14,455,274,,,,,svm
89,2.970,Torchere A,Light-Smoke,0.8577,inactive,466,0,764,185,,,,,svm
89,2.970,Torchere B,Light-Smoke,0.5632,inactive,0,11,458,274,,,,,svm
90,3.003,Torchere A,Light-Smoke,0.7983,inactive,469,1,757,185,,,,,svm
90,3.003,Torchere B,Light-Smoke,0.5826,inactive,0,13,458,285,,,,,svm
91,3.036,Torchere A,Light-Smoke,0.8107,inactive,471,0,765,182,,,,,svm
92,3.070,Torchere A,Light-Smoke,0.7868,inactive,475,1,751,181,,,,,svm
93,3.103,Torchere A,Light-Smoke,0.7922,inactive,474,0,756,181,,,,,svm
94,3.136,Torchere A,Light-Smoke,0.8159,inactive,476,1,767,181,,,,,svm
99,3.303,Torchere A,Light-Smoke,0.5660,inactive,473,1,757,186,,,,,svm
113,3.770,Torchere B,Light-Smoke,0.4884,inactive,20,0,765,272,,,,,svm
114,3.804,Torchere B,Light-Smoke,0.4865,inactive,17,0,763,216,,,,,svm
115,3.837,Torchere B,Light-Smoke,0.5639,inactive,9,0,762,212,,,,,svm
116,3.871,Torchere B,Light-Smoke,0.5779,inactive,1,1,760,206,,,,,svm
117,3.904,Torchere B,Light-Smoke,0.7766,inactive,10,1,764,206,,,,,svm
122,4.071,Torchere B,Light-Smoke,0.4930,inactive,2,3,739,206,,,,,svm
128,4.271,Torchere B,Light-Smoke,0.5450,inactive,42,0,729,207,,,,,svm
129,4.304,Torchere B,Light-Smoke,0.5993,inactive,48,0,729,201,,,,,svm
134,4.471,Torchere B,Light-Smoke,0.6512,inactive,39,0,763,205,,,,,svm
135,4.505,Torchere B,Light-Smoke,0.6140,inactive,34,0,765,206,,,,,svm
137,4.571,Torchere B,Light-Smoke,0.5808,inactive,8,0,759,202,,,,,svm
138,4.605,Torchere B,Light-Smoke,0.6532,inactive,5,0,760,204,,,,,svm
139,4.638,Torchere B,Light-Smoke,0.5548,inactive,3,0,759,205,,,,,svm
149,4.972,Torchere B,Light-Smoke,0.5474,inactive,23,0,763,200,,,,,svm
151,5.038,Torchere A,Light-Smoke,0.6573,inactive,463,1,768,185,,,,,svm
152,5.072,Torchere A,Light-Smoke,0.5500,inactive,465,1,768,182,,,,,svm
153,5.105,Torchere A,Light-Smoke,0.4939,inactive,469,1,768,183,,,,,svm
154,5.138,Torchere A,Light-Smoke,0.6764,inactive,475,1,768,184,,,,,svm
155,5.172,Torchere A,Light-Smoke,0.6401,inactive,474,1,768,186,,,,,svm
156,5.205,Torchere A,Light-Smoke,0.6206,inactive,479,2,768,185,,,,,svm
157,5.239,Torchere A,Light-Smoke,0.5067,inactive,480,2,768,186,,,,,svm
158,5.272,Torchere A,Light-Smoke,0.6051,inactive,483,2,768,183,,,,,svm
159,5.305,Torchere A,Light-Smoke,0.7302,inactive,482,1,768,184,,,,,svm
160,5.339,Torchere A,Light-Smoke,0.5519,inactive,488,1,767,184,,,,,svm
189,6.306,Torchere B,Light-Smoke,0.5998,inactive,51,11,451,209,,,,,svm
190,6.340,Torchere B,Light-Smoke,0.5182,inactive,49,12,451,211,,,,,svm
192,6.406,Torchere B,Light-Smoke,0.5896,inactive,48,27,449,208,,,,,svm
199,6.640,Torchere B,Light-Smoke,0.6352,inactive,47,16,458,204,,,,,svm
200,6.673,Torchere B,Light-Smoke,0.4793,inactive,43,12,471,203,,,,,svm
201,6.707,Torchere B,Light-Smoke,0.6851,inactive,47,17,456,203,,,,,svm
202,6.740,Torchere B,Light-Smoke,0.4547,inactive,20,7,712,205,,,,,svm
207,6.907,Torchere B,Light-Smoke,0.5710,inactive,24,1,692,204,,,,,svm
213,7.107,Torchere B,Light-Smoke,0.4742,inactive,28,0,755,306,,,,,svm
214,7.140,Torchere B,Light-Smoke,0.5661,inactive,32,7,438,285,,,,,svm
215,7.174,Torchere B,Light-Smoke,0.4636,inactive,14,6,445,295,,,,,svm
220,7.341,Torchere B,Light-Smoke,0.7601,inactive,34,0,766,204,,,,,svm
221,7.374,Torchere B,Light-Smoke,0.8368,inactive,41,0,767,203,,,,,svm
222,7.407,Torchere B,Light-Smoke,0.8225,inactive,39,0,767,200,,,,,svm
223,7.441,Torchere B,Light-Smoke,0.6633,inactive,47,0,768,202,,,,,svm
224,7.474,Torchere B,Light-Smoke,0.6628,inactive,32,0,767,205,,,,,svm
225,7.508,Torchere B,Light-Smoke,0.4517,inactive,27,0,768,265,,,,,svm
226,7.541,Torchere B,Light-Smoke,0.4916,inactive,25,0,767,211,,,,,svm
227,7.574,Torchere B,Light-Smoke,0.7485,inactive,8,0,759,205,,,,,svm
228,7.608,Torchere B,Light-Smoke,0.5979,inactive,4,0,760,207,,,,,svm
229,7.641,Torchere B,Light-Smoke,0.6085,inactive,3,0,759,206,,,,,svm
230,7.674,Torchere B,Light-Smoke,0.4677,inactive,2,0,543,209,,,,,svm
231,7.708,Torchere B,Light-Smoke,0.4830,inactive,21,0,759,209,,,,,svm
232,7.741,Torchere A,Light-Smoke,0.4876,inactive,468,1,768,185,,,,,svm
233,7.774,Torchere B,Light-Smoke,0.5981,inactive,24,0,755,203,,,,,svm
234,7.808,Torchere B,Light-Smoke,0.5748,inactive,43,0,596,201,,,,,svm
234,7.808,Torchere A,Light-Smoke,0.4956,inactive,472,1,768,189,,,,,svm
238,7.941,Torchere A,Light-Smoke,0.7464,inactive,465,1,768,186,,,,,svm
239,7.975,Torchere A,Light-Smoke,0.4896,inactive,469,1,767,189,,,,,svm
240,8.008,Torchere A,Light-Smoke,0.6965,inactive,469,0,768,188,,,,,svm
242,8.075,Torchere A,Light-Smoke,0.5391,inactive,473,1,767,190,,,,,svm
244,8.141,Torchere A,Light-Smoke,0.6579,inactive,476,1,767,189,,,,,svm
246,8.208,Torchere A,Light-Smoke,0.6379,inactive,471,0,768,319,,,,,svm
