epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,1562.36,1.28654,1.02218,1.53939,0.83987,0.83926,0.88414,0.54361,1.25048,0.74494,1.44078,0.0298162,0.00993875,0.0298162,0.00993875,0.0298162,0.00993875,0.0298162,0.00993875
12,1698.77,1.27867,1.01201,1.53114,0.85751,0.85289,0.8861,0.5591,1.22327,0.72681,1.42998,0.0297778,0.00992592,0.0297778,0.00992592,0.0297778,0.00992592,0.0297778,0.00992592
13,1835.15,1.25571,1.00279,1.52274,0.86337,0.84398,0.88484,0.53811,1.27308,0.73676,1.47322,0.0297356,0.00991188,0.0297356,0.00991188,0.0297356,0.00991188,0.0297356,0.00991188
14,1971.27,1.24325,0.95362,1.50518,0.86222,0.847,0.90198,0.54658,1.28294,0.70971,1.45707,0.0296899,0.00989663,0.0296899,0.00989663,0.0296899,0.00989663,0.0296899,0.00989663
15,2107.5,1.23235,0.95922,1.50261,0.82849,0.85999,0.89534,0.56674,1.23496,0.70763,1.41499,0.0296406,0.00988019,0.0296406,0.00988019,0.0296406,0.00988019,0.0296406,0.00988019
16,2243.73,1.21477,0.92548,1.47983,0.87143,0.86867,0.90466,0.57568,1.18574,0.6875,1.37165,0.0295876,0.00986254,0.0295876,0.00986254,0.0295876,0.00986254,0.0295876,0.00986254
17,2380.22,1.20799,0.92338,1.47662,0.84016,0.87041,0.898,0.57232,1.17622,0.67958,1.38058,0.0295311,0.0098437,0.0295311,0.0098437,0.0295311,0.0098437,0.0295311,0.0098437
18,2515.9,1.20647,0.9199,1.47538,0.84472,0.87009,0.88784,0.55825,1.2335,0.68525,1.39548,0.029471,0.00982367,0.029471,0.00982367,0.029471,0.00982367,0.029471,0.00982367
19,2654,1.20428,0.89739,1.46357,0.88241,0.85655,0.90406,0.58203,1.20411,0.66243,1.37568,0.0294074,0.00980246,0.0294074,0.00980246,0.0294074,0.00980246,0.0294074,0.00980246
20,2792.39,1.18362,0.88591,1.45543,0.87625,0.86937,0.90889,0.5776,1.21158,0.65841,1.40421,0.0293402,0.00978007,0.0293402,0.00978007,0.0293402,0.00978007,0.0293402,0.00978007
21,2938.02,1.18145,0.88474,1.45364,0.88567,0.87636,0.91276,0.59846,1.17106,0.62424,1.36424,0.0292695,0.00975651,0.0292695,0.00975651,0.0292695,0.00975651,0.0292695,0.00975651
22,3082.01,1.1749,0.87056,1.45539,0.88784,0.84785,0.90581,0.59345,1.18498,0.64899,1.37048,0.0291953,0.00973177,0.0291953,0.00973177,0.0291953,0.00973177,0.0291953,0.00973177
23,3224.96,1.16966,0.86544,1.44392,0.88234,0.87746,0.91664,0.60211,1.17806,0.63431,1.37022,0.0291176,0.00970588,0.0291176,0.00970588,0.0291176,0.00970588,0.0291176,0.00970588
24,3365.39,1.14767,0.85429,1.43236,0.86874,0.85061,0.91708,0.60205,1.13219,0.63386,1.33372,0.0290365,0.00967883,0.0290365,0.00967883,0.0290365,0.00967883,0.0290365,0.00967883
25,3505.62,1.15668,0.85858,1.4339,0.89772,0.86168,0.92785,0.61362,1.14471,0.61949,1.345,0.0289519,0.00965064,0.0289519,0.00965064,0.0289519,0.00965064,0.0289519,0.00965064
26,3646.52,1.15713,0.8512,1.43346,0.90025,0.86436,0.92528,0.61899,1.126,0.61387,1.33839,0.0288639,0.0096213,0.0288639,0.0096213,0.0288639,0.0096213,0.0288639,0.0096213
27,3787.56,1.15134,0.8365,1.43541,0.89625,0.85443,0.91989,0.61096,1.10317,0.61421,1.32214,0.0287725,0.00959083,0.0287725,0.00959083,0.0287725,0.00959083,0.0287725,0.00959083
28,3926.71,1.1313,0.83047,1.41621,0.87291,0.88933,0.92997,0.61766,1.13234,0.59858,1.3337,0.0286777,0.00955923,0.0286777,0.00955923,0.0286777,0.00955923,0.0286777,0.00955923
29,4066.34,1.12988,0.81772,1.41458,0.87375,0.87418,0.91748,0.61106,1.12,0.6085,1.31922,0.0285795,0.00952651,0.0285795,0.00952651,0.0285795,0.00952651,0.0285795,0.00952651
30,4204.45,1.1276,0.80828,1.40979,0.88171,0.87565,0.92752,0.61613,1.12733,0.58953,1.31176,0.0284781,0.00949269,0.0284781,0.00949269,0.0284781,0.00949269,0.0284781,0.00949269
31,4341.84,1.12267,0.81804,1.40872,0.8654,0.88699,0.92364,0.6151,1.12435,0.60048,1.32006,0.0283733,0.00945776,0.0283733,0.00945776,0.0283733,0.00945776,0.0283733,0.00945776
32,4481.32,1.12292,0.8145,1.40196,0.87081,0.88348,0.93143,0.62659,1.10954,0.59328,1.31993,0.0282652,0.00942173,0.0282652,0.00942173,0.0282652,0.00942173,0.0282652,0.00942173
33,4620.12,1.1103,0.80481,1.39985,0.88743,0.87745,0.92347,0.62384,1.11633,0.59173,1.31466,0.0281539,0.00938463,0.0281539,0.00938463,0.0281539,0.00938463,0.0281539,0.00938463
34,4759.64,1.10116,0.78965,1.39137,0.88104,0.88805,0.92664,0.62624,1.09408,0.5831,1.30462,0.0280393,0.00934644,0.0280393,0.00934644,0.0280393,0.00934644,0.0280393,0.00934644
35,4898.66,1.10889,0.79218,1.39371,0.8919,0.85489,0.92342,0.62409,1.12366,0.58051,1.31414,0.0279216,0.00930719,0.0279216,0.00930719,0.0279216,0.00930719,0.0279216,0.00930719
36,5038.55,1.09837,0.77617,1.38559,0.89735,0.88426,0.93494,0.63506,1.09461,0.57744,1.30593,0.0278007,0.00926688,0.0278007,0.00926688,0.0278007,0.00926688,0.0278007,0.00926688
37,5178.46,1.10773,0.79556,1.38735,0.89215,0.85909,0.92569,0.62056,1.13182,0.57407,1.31331,0.0276766,0.00922553,0.0276766,0.00922553,0.0276766,0.00922553,0.0276766,0.00922553
38,5317.68,1.09604,0.77638,1.3838,0.89787,0.88748,0.93556,0.63983,1.08783,0.55875,1.28281,0.0275494,0.00918314,0.0275494,0.00918314,0.0275494,0.00918314,0.0275494,0.00918314
39,5458.25,1.08802,0.77774,1.3768,0.89128,0.88682,0.92453,0.62307,1.10277,0.56953,1.30486,0.0274192,0.00913973,0.0274192,0.00913973,0.0274192,0.00913973,0.0274192,0.00913973
40,5597.02,1.09489,0.77378,1.38675,0.87512,0.87413,0.92349,0.62783,1.08942,0.56793,1.29384,0.0272859,0.00909529,0.0272859,0.00909529,0.0272859,0.00909529,0.0272859,0.00909529
41,5736.82,1.08233,0.76101,1.37049,0.89547,0.85679,0.93227,0.63128,1.10751,0.5662,1.30005,0.0271496,0.00904986,0.0271496,0.00904986,0.0271496,0.00904986,0.0271496,0.00904986
42,5876.8,1.07889,0.76057,1.37383,0.92153,0.87347,0.94256,0.64949,1.09123,0.53763,1.2926,0.0270103,0.00900343,0.0270103,0.00900343,0.0270103,0.00900343,0.0270103,0.00900343
43,6016.53,1.07537,0.75735,1.37268,0.89697,0.8821,0.94086,0.64973,1.06968,0.55567,1.28391,0.0268681,0.00895602,0.0268681,0.00895602,0.0268681,0.00895602,0.0268681,0.00895602
44,6157.17,1.07097,0.74792,1.3669,0.90097,0.88401,0.93493,0.64563,1.08382,0.55985,1.28872,0.0267229,0.00890764,0.0267229,0.00890764,0.0267229,0.00890764,0.0267229,0.00890764
45,6300.59,1.07437,0.75907,1.36467,0.89673,0.89548,0.94152,0.65854,1.05491,0.5431,1.26467,0.0265749,0.0088583,0.0265749,0.0088583,0.0265749,0.0088583,0.0265749,0.0088583
46,6440.72,1.06625,0.74149,1.3632,0.8899,0.87287,0.93186,0.64496,1.07192,0.54722,1.2748,0.0264241,0.00880802,0.0264241,0.00880802,0.0264241,0.00880802,0.0264241,0.00880802
47,6581.54,1.07337,0.74845,1.36906,0.91429,0.87664,0.93603,0.6424,1.09228,0.54537,1.28592,0.0262704,0.0087568,0.0262704,0.0087568,0.0262704,0.0087568,0.0262704,0.0087568
48,6722.88,1.0603,0.73433,1.3634,0.90707,0.89293,0.94108,0.64733,1.09098,0.53684,1.28819,0.026114,0.00870466,0.026114,0.00870466,0.026114,0.00870466,0.026114,0.00870466
49,6864.07,1.0573,0.7355,1.35623,0.89836,0.89685,0.93764,0.63886,1.08882,0.54244,1.28063,0.0259549,0.00865162,0.0259549,0.00865162,0.0259549,0.00865162,0.0259549,0.00865162
50,7004.71,1.05785,0.7351,1.3547,0.88951,0.88887,0.93581,0.64397,1.0908,0.54776,1.27991,0.025793,0.00859768,0.025793,0.00859768,0.025793,0.00859768,0.025793,0.00859768
51,7146.75,1.05726,0.72868,1.35713,0.90619,0.88121,0.93156,0.65742,1.06515,0.53585,1.26648,0.0256286,0.00854286,0.0256286,0.00854286,0.0256286,0.00854286,0.0256286,0.00854286
52,7286.69,1.05884,0.73928,1.35865,0.89582,0.883,0.94042,0.64181,1.08001,0.53745,1.28076,0.0254615,0.00848717,0.0254615,0.00848717,0.0254615,0.00848717,0.0254615,0.00848717
53,7426.77,1.0458,0.73267,1.34192,0.91458,0.87401,0.94066,0.65366,1.06118,0.53152,1.26983,0.0252919,0.00843062,0.0252919,0.00843062,0.0252919,0.00843062,0.0252919,0.00843062
54,7566.86,1.04201,0.71886,1.33957,0.90359,0.90225,0.9485,0.65654,1.04744,0.5159,1.24583,0.0251197,0.00837324,0.0251197,0.00837324,0.0251197,0.00837324,0.0251197,0.00837324
55,7707.45,1.03134,0.7155,1.3366,0.92066,0.88851,0.94713,0.66009,1.07103,0.52102,1.27224,0.0249451,0.00831503,0.0249451,0.00831503,0.0249451,0.00831503,0.0249451,0.00831503
56,7847.31,1.03891,0.71485,1.34057,0.92582,0.87999,0.9389,0.65286,1.0695,0.52892,1.27153,0.024768,0.008256,0.024768,0.008256,0.024768,0.008256,0.024768,0.008256
57,7987.5,1.04573,0.71495,1.34718,0.89883,0.90775,0.94644,0.66394,1.05246,0.51447,1.25374,0.0245886,0.00819618,0.0245886,0.00819618,0.0245886,0.00819618,0.0245886,0.00819618
58,8127.03,1.02823,0.71165,1.32927,0.91612,0.88006,0.94411,0.65792,1.04579,0.52423,1.25729,0.0244067,0.00813558,0.0244067,0.00813558,0.0244067,0.00813558,0.0244067,0.00813558
59,8265.14,1.02942,0.70185,1.33415,0.90395,0.89434,0.94165,0.65632,1.06863,0.52152,1.26516,0.0242226,0.00807421,0.0242226,0.00807421,0.0242226,0.00807421,0.0242226,0.00807421
60,8404,1.02521,0.69143,1.32705,0.90566,0.90027,0.94504,0.66544,1.02184,0.5171,1.22912,0.0240363,0.00801209,0.0240363,0.00801209,0.0240363,0.00801209,0.0240363,0.00801209
61,8542.61,1.02722,0.70611,1.33373,0.90961,0.90076,0.94678,0.6596,1.05529,0.51656,1.24847,0.0238477,0.00794923,0.0238477,0.00794923,0.0238477,0.00794923,0.0238477,0.00794923
62,8681.42,1.01788,0.70172,1.32323,0.90462,0.89283,0.94442,0.66186,1.04726,0.51267,1.24518,0.023657,0.00788565,0.023657,0.00788565,0.023657,0.00788565,0.023657,0.00788565
63,8819.94,1.01761,0.68721,1.32259,0.91036,0.88502,0.93944,0.66701,1.04162,0.51564,1.2373,0.0234641,0.00782136,0.0234641,0.00782136,0.0234641,0.00782136,0.0234641,0.00782136
64,8958.69,1.02026,0.69562,1.32302,0.89291,0.90609,0.94099,0.66622,1.02544,0.50558,1.2351,0.0232692,0.00775639,0.0232692,0.00775639,0.0232692,0.00775639,0.0232692,0.00775639
65,9098.98,1.03179,0.70515,1.33385,0.90716,0.89866,0.94425,0.66825,1.02499,0.51261,1.23812,0.0230722,0.00769074,0.0230722,0.00769074,0.0230722,0.00769074,0.0230722,0.00769074
66,9238.83,1.00746,0.69231,1.31525,0.92051,0.88526,0.94426,0.66454,1.02877,0.51458,1.23609,0.0228733,0.00762443,0.0228733,0.00762443,0.0228733,0.00762443,0.0228733,0.00762443
67,9379.12,1.01455,0.69142,1.32396,0.89467,0.91227,0.9489,0.66948,1.02265,0.50008,1.23479,0.0226724,0.00755748,0.0226724,0.00755748,0.0226724,0.00755748,0.0226724,0.00755748
68,9518.45,1.00926,0.69529,1.31843,0.90248,0.90388,0.94483,0.66771,1.02435,0.49958,1.2349,0.0224697,0.00748991,0.0224697,0.00748991,0.0224697,0.00748991,0.0224697,0.00748991
69,9657.91,1.00799,0.67788,1.30958,0.89724,0.90524,0.93847,0.66605,1.03051,0.50086,1.2366,0.0222652,0.00742172,0.0222652,0.00742172,0.0222652,0.00742172,0.0222652,0.00742172
70,9797.3,1.00515,0.6882,1.31495,0.90167,0.88521,0.9399,0.67429,1.01277,0.50454,1.21927,0.0220589,0.00735295,0.0220589,0.00735295,0.0220589,0.00735295,0.0220589,0.00735295
71,9936.19,1.00106,0.67739,1.31223,0.91935,0.90309,0.94986,0.6744,1.03818,0.49691,1.24131,0.0218508,0.0072836,0.0218508,0.0072836,0.0218508,0.0072836,0.0218508,0.0072836
72,10074.4,0.99334,0.66624,1.30485,0.89263,0.92393,0.94709,0.67203,1.02829,0.4935,1.23592,0.0216411,0.0072137,0.0216411,0.0072137,0.0216411,0.0072137,0.0216411,0.0072137
73,10214.3,1.00173,0.67203,1.31111,0.9123,0.90344,0.94539,0.67182,1.02679,0.49398,1.2329,0.0214298,0.00714325,0.0214298,0.00714325,0.0214298,0.00714325,0.0214298,0.00714325
74,10353.9,0.994,0.66962,1.30654,0.9154,0.90826,0.94745,0.68257,1.01078,0.48919,1.21415,0.0212169,0.00707228,0.0212169,0.00707228,0.0212169,0.00707228,0.0212169,0.00707228
75,10494.2,0.99807,0.66681,1.31019,0.90985,0.89765,0.94465,0.67196,1.02616,0.50034,1.2296,0.0210024,0.00700081,0.0210024,0.00700081,0.0210024,0.00700081,0.0210024,0.00700081
76,10634.3,0.98274,0.66102,1.29547,0.92769,0.88544,0.94736,0.68255,1.00863,0.48923,1.21506,0.0207866,0.00692885,0.0207866,0.00692885,0.0207866,0.00692885,0.0207866,0.00692885
77,10774.1,0.98465,0.66098,1.29797,0.92229,0.90957,0.95094,0.67888,1.02724,0.48819,1.23364,0.0205693,0.00685642,0.0205693,0.00685642,0.0205693,0.00685642,0.0205693,0.00685642
78,10913.8,0.98383,0.66024,1.29237,0.92197,0.90149,0.95443,0.6791,1.01953,0.48485,1.22853,0.0203506,0.00678354,0.0203506,0.00678354,0.0203506,0.00678354,0.0203506,0.00678354
79,11053.2,0.98139,0.64889,1.29631,0.9213,0.89158,0.9501,0.6822,1.00462,0.48297,1.21835,0.0201307,0.00671022,0.0201307,0.00671022,0.0201307,0.00671022,0.0201307,0.00671022
80,11193.3,0.98388,0.64775,1.29492,0.906,0.89715,0.94742,0.68397,0.9988,0.48,1.21798,0.0199095,0.00663649,0.0199095,0.00663649,0.0199095,0.00663649,0.0199095,0.00663649
81,11332.9,0.98411,0.6633,1.30017,0.91636,0.89362,0.94185,0.6802,1.00251,0.48443,1.21265,0.0196871,0.00656236,0.0196871,0.00656236,0.0196871,0.00656236,0.0196871,0.00656236
82,11472.1,0.97938,0.65204,1.29313,0.91319,0.90127,0.94578,0.67474,1.01572,0.48697,1.22767,0.0194636,0.00648785,0.0194636,0.00648785,0.0194636,0.00648785,0.0194636,0.00648785
83,11612.4,0.97589,0.65007,1.29427,0.90221,0.8982,0.93938,0.66782,1.02355,0.49365,1.23251,0.0192389,0.00641298,0.0192389,0.00641298,0.0192389,0.00641298,0.0192389,0.00641298
84,11752.3,0.97379,0.64553,1.29289,0.89259,0.92072,0.94541,0.67256,1.02481,0.4892,1.22679,0.0190133,0.00633777,0.0190133,0.00633777,0.0190133,0.00633777,0.0190133,0.00633777
85,11892.2,0.97069,0.64084,1.285,0.89979,0.92055,0.94918,0.68248,1.00191,0.48424,1.21422,0.0187867,0.00626223,0.0187867,0.00626223,0.0187867,0.00626223,0.0187867,0.00626223
86,12031.2,0.96541,0.63581,1.27938,0.90786,0.9021,0.9455,0.67678,1.01675,0.48162,1.22563,0.0185592,0.00618639,0.0185592,0.00618639,0.0185592,0.00618639,0.0185592,0.00618639
87,12170.1,0.96808,0.64326,1.28435,0.91182,0.90062,0.94958,0.68263,1.00992,0.48436,1.22139,0.0183308,0.00611026,0.0183308,0.00611026,0.0183308,0.00611026,0.0183308,0.00611026
88,12309.6,0.96365,0.63992,1.28067,0.91057,0.91079,0.9479,0.67972,1.00634,0.47993,1.22285,0.0181016,0.00603387,0.0181016,0.00603387,0.0181016,0.00603387,0.0181016,0.00603387
89,12448.9,0.95511,0.63383,1.27196,0.92871,0.89455,0.95211,0.68242,1.00369,0.47383,1.22206,0.0178717,0.00595722,0.0178717,0.00595722,0.0178717,0.00595722,0.0178717,0.00595722
90,12589.1,0.96549,0.64318,1.28314,0.91423,0.91332,0.94744,0.6865,0.99199,0.47755,1.21214,0.017641,0.00588035,0.017641,0.00588035,0.017641,0.00588035,0.017641,0.00588035
91,12728.4,0.96212,0.63161,1.28312,0.91767,0.89959,0.94857,0.68953,0.98789,0.47682,1.20747,0.0174098,0.00580326,0.0174098,0.00580326,0.0174098,0.00580326,0.0174098,0.00580326
92,12867.7,0.95832,0.63814,1.27554,0.90823,0.91439,0.9537,0.69123,0.97716,0.4744,1.20122,0.017178,0.00572598,0.017178,0.00572598,0.017178,0.00572598,0.017178,0.00572598
93,13007.5,0.95002,0.63671,1.27261,0.91229,0.89921,0.9527,0.69368,0.98306,0.47377,1.20526,0.0169456,0.00564853,0.0169456,0.00564853,0.0169456,0.00564853,0.0169456,0.00564853
94,13147,0.94747,0.62485,1.26253,0.90595,0.90865,0.9508,0.69466,0.97504,0.46987,1.19408,0.0167128,0.00557093,0.0167128,0.00557093,0.0167128,0.00557093,0.0167128,0.00557093
95,13286.5,0.93835,0.61551,1.26418,0.91473,0.89167,0.9473,0.68967,0.97574,0.47151,1.19746,0.0164796,0.00549319,0.0164796,0.00549319,0.0164796,0.00549319,0.0164796,0.00549319
96,13425.8,0.94284,0.61983,1.26971,0.90338,0.91594,0.95106,0.69782,0.97277,0.4662,1.19895,0.016246,0.00541533,0.016246,0.00541533,0.016246,0.00541533,0.016246,0.00541533
97,13566.5,0.94403,0.61834,1.26497,0.924,0.90589,0.95374,0.69819,0.98237,0.46155,1.20642,0.0160121,0.00533738,0.0160121,0.00533738,0.0160121,0.00533738,0.0160121,0.00533738
98,13705.8,0.93435,0.61946,1.26142,0.91737,0.90893,0.95163,0.69274,0.98736,0.46329,1.2098,0.0157781,0.00525935,0.0157781,0.00525935,0.0157781,0.00525935,0.0157781,0.00525935
99,13845.8,0.94026,0.60562,1.26205,0.93007,0.8899,0.95092,0.68808,0.98704,0.46204,1.21037,0.0155438,0.00518127,0.0155438,0.00518127,0.0155438,0.00518127,0.0155438,0.00518127
100,13984.7,0.93681,0.61226,1.25955,0.91019,0.91576,0.95032,0.6914,0.98858,0.46102,1.21279,0.0153094,0.00510314,0.0153094,0.00510314,0.0153094,0.00510314,0.0153094,0.00510314
101,14125.7,0.93965,0.61941,1.26775,0.90273,0.91971,0.9508,0.68874,0.99027,0.46418,1.21258,0.015075,0.005025,0.015075,0.005025,0.015075,0.005025,0.015075,0.005025
102,14264.1,0.92603,0.61086,1.25557,0.92799,0.89651,0.95081,0.69113,0.99077,0.46405,1.209,0.0148406,0.00494686,0.0148406,0.00494686,0.0148406,0.00494686,0.0148406,0.00494686
103,14403.3,0.92809,0.61395,1.25782,0.92333,0.90609,0.95195,0.69387,0.98307,0.46118,1.20365,0.0146062,0.00486873,0.0146062,0.00486873,0.0146062,0.00486873,0.0146062,0.00486873
104,14543.3,0.92221,0.59895,1.24526,0.91755,0.89696,0.94735,0.6927,0.97716,0.46296,1.1983,0.0143719,0.00479065,0.0143719,0.00479065,0.0143719,0.00479065,0.0143719,0.00479065
105,14683,0.92649,0.60138,1.25249,0.93499,0.88475,0.95124,0.69757,0.96762,0.45905,1.18972,0.0141379,0.00471262,0.0141379,0.00471262,0.0141379,0.00471262,0.0141379,0.00471262
106,14822.8,0.92085,0.59324,1.24638,0.91703,0.9069,0.95267,0.70234,0.96001,0.45493,1.18595,0.013904,0.00463467,0.013904,0.00463467,0.013904,0.00463467,0.013904,0.00463467
107,14962.5,0.91326,0.59591,1.24914,0.92809,0.89737,0.95319,0.70378,0.95895,0.45271,1.18771,0.0136704,0.00455681,0.0136704,0.00455681,0.0136704,0.00455681,0.0136704,0.00455681
108,15102.2,0.91636,0.59825,1.24711,0.92866,0.89337,0.95402,0.70294,0.95917,0.45483,1.18537,0.0134372,0.00447907,0.0134372,0.00447907,0.0134372,0.00447907,0.0134372,0.00447907
109,15240.8,0.91966,0.59703,1.25057,0.91716,0.90055,0.95318,0.70071,0.9634,0.45425,1.18821,0.0132044,0.00440147,0.0132044,0.00440147,0.0132044,0.00440147,0.0132044,0.00440147
110,15379.5,0.92334,0.591,1.25211,0.9138,0.91191,0.95232,0.69921,0.97035,0.45205,1.19323,0.012972,0.00432402,0.012972,0.00432402,0.012972,0.00432402,0.012972,0.00432402
111,15518.6,0.91674,0.58785,1.24376,0.91209,0.90581,0.95032,0.69684,0.96887,0.45424,1.19214,0.0127402,0.00424674,0.0127402,0.00424674,0.0127402,0.00424674,0.0127402,0.00424674
112,15658.9,0.91455,0.58824,1.24923,0.90695,0.90984,0.95095,0.69838,0.9695,0.45515,1.19319,0.012509,0.00416965,0.012509,0.00416965,0.012509,0.00416965,0.012509,0.00416965
113,15798.6,0.90445,0.58357,1.23874,0.92835,0.90744,0.95345,0.70113,0.96584,0.45656,1.18972,0.0122783,0.00409278,0.0122783,0.00409278,0.0122783,0.00409278,0.0122783,0.00409278
114,15938.2,0.90253,0.58327,1.23275,0.92404,0.90771,0.95188,0.70185,0.96317,0.45751,1.18703,0.0120484,0.00401613,0.0120484,0.00401613,0.0120484,0.00401613,0.0120484,0.00401613
115,16077.6,0.90549,0.58406,1.23923,0.91312,0.92003,0.95189,0.69966,0.96189,0.45721,1.18959,0.0118192,0.00393974,0.0118192,0.00393974,0.0118192,0.00393974,0.0118192,0.00393974
116,16217.1,0.91386,0.58087,1.24573,0.91903,0.91273,0.95064,0.70234,0.9591,0.45656,1.18778,0.0115908,0.00386361,0.0115908,0.00386361,0.0115908,0.00386361,0.0115908,0.00386361
117,16355.9,0.90556,0.57582,1.23647,0.9304,0.89957,0.95128,0.69971,0.96223,0.4518,1.1891,0.0113633,0.00378777,0.0113633,0.00378777,0.0113633,0.00378777,0.0113633,0.00378777
118,16495.7,0.90926,0.58167,1.24369,0.92166,0.90965,0.9515,0.70157,0.96027,0.4491,1.18754,0.0111367,0.00371223,0.0111367,0.00371223,0.0111367,0.00371223,0.0111367,0.00371223
119,16634.8,0.90497,0.57344,1.23189,0.9145,0.91256,0.95036,0.70331,0.9552,0.45056,1.18226,0.0109111,0.00363702,0.0109111,0.00363702,0.0109111,0.00363702,0.0109111,0.00363702
120,16773.7,0.89791,0.57266,1.22962,0.91767,0.91518,0.94825,0.70202,0.94964,0.44927,1.18082,0.0106864,0.00356215,0.0106864,0.00356215,0.0106864,0.00356215,0.0106864,0.00356215
121,16912.6,0.89688,0.5816,1.23518,0.91136,0.92365,0.94826,0.70245,0.95045,0.44802,1.18049,0.0104629,0.00348764,0.0104629,0.00348764,0.0104629,0.00348764,0.0104629,0.00348764
122,17052.3,0.88719,0.57232,1.22426,0.9234,0.91679,0.95139,0.70469,0.94829,0.4468,1.17882,0.0102405,0.00341351,0.0102405,0.00341351,0.0102405,0.00341351,0.0102405,0.00341351
123,17191.8,0.89412,0.57312,1.22933,0.93062,0.90655,0.95095,0.70594,0.95053,0.44644,1.18264,0.0100193,0.00333978,0.0100193,0.00333978,0.0100193,0.00333978,0.0100193,0.00333978
124,17331.6,0.88961,0.56904,1.22865,0.93155,0.90904,0.95048,0.70492,0.95229,0.44412,1.18481,0.00979939,0.00326646,0.00979939,0.00326646,0.00979939,0.00326646,0.00979939,0.00326646
125,17471.9,0.88174,0.56604,1.22271,0.92695,0.91226,0.95024,0.70654,0.94958,0.44288,1.18009,0.00958074,0.00319358,0.00958074,0.00319358,0.00958074,0.00319358,0.00958074,0.00319358
126,17610.9,0.88581,0.567,1.22244,0.92704,0.91281,0.95165,0.70677,0.94979,0.43985,1.17882,0.00936345,0.00312115,0.00936345,0.00312115,0.00936345,0.00312115,0.00936345,0.00312115
127,17748.6,0.87882,0.56252,1.21718,0.9247,0.91641,0.95303,0.70615,0.95335,0.44091,1.18247,0.00914757,0.00304919,0.00914757,0.00304919,0.00914757,0.00304919,0.00914757,0.00304919
128,17888.5,0.87641,0.55336,1.21431,0.92017,0.91993,0.95248,0.70414,0.9559,0.44073,1.18604,0.00893315,0.00297772,0.00893315,0.00297772,0.00893315,0.00297772,0.00893315,0.00297772
129,18027.3,0.87583,0.55667,1.21794,0.92109,0.92042,0.95405,0.70604,0.95485,0.43953,1.18682,0.00872024,0.00290675,0.00872024,0.00290675,0.00872024,0.00290675,0.00872024,0.00290675
130,18167.9,0.87259,0.55876,1.21794,0.92904,0.91214,0.95263,0.70617,0.95357,0.43863,1.18574,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363
131,18307.4,0.87916,0.55582,1.21829,0.92389,0.91272,0.95118,0.70482,0.95539,0.43912,1.18629,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664
