frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
26,0.867,Torchere A,Light-Flare,0.6039,inactive,294,211,324,235,,,,,svm
27,0.900,Torchere A,Light-Flare,0.5643,inactive,296,213,320,234,,,,,svm
28,0.933,Torchere A,Light-Flare,0.4317,inactive,296,214,320,234,,,,,svm
34,1.133,Torchere A,Light-Flare,0.3960,inactive,300,217,319,234,,,,,svm
35,1.167,Torchere A,Light-Flare,0.5961,bonne,300,217,320,235,,,,,svm
36,1.200,Torchere A,Light-Flare,0.6629,bonne,300,216,320,235,,,,,svm
37,1.233,Torchere A,Light-Flare,0.4823,bonne,299,216,320,235,,,,,svm
38,1.267,Torchere A,Light-Flare,0.5293,bonne,299,216,320,235,,,,,svm
39,1.300,Torchere A,Light-Flare,0.5913,bonne,298,216,321,236,,,,,svm
40,1.333,Torchere A,Light-Flare,0.5301,bonne,299,217,319,237,,,,,svm
41,1.367,Torchere A,Light-Flare,0.4545,bonne,299,217,321,237,,,,,svm
42,1.400,Torchere A,Light-Flare,0.4033,bonne,296,216,319,239,,,,,svm
43,1.433,Torchere A,Light-Flare,0.3987,bonne,298,215,325,238,,,,,svm
44,1.467,Torchere A,Light-Flare,0.4003,bonne,298,214,325,238,,,,,svm
45,1.500,Torchere A,Light-Flare,0.4883,bonne,296,210,335,240,,,,,svm
46,1.533,Torchere A,Light-Flare,0.6759,moyenne,295,211,331,240,,,,,svm
47,1.567,Torchere A,Light-Flare,0.6699,moyenne,295,208,337,240,,,,,svm
48,1.600,Torchere A,Light-Flare,0.6916,bonne,296,208,336,240,,,,,svm
49,1.633,Torchere A,Light-Flare,0.6423,bonne,298,212,330,239,,,,,svm
50,1.667,Torchere A,Light-Flare,0.6601,bonne,299,212,327,238,,,,,svm
51,1.700,Torchere A,Light-Flare,0.7240,bonne,300,215,323,237,,,,,svm
52,1.733,Torchere A,Light-Flare,0.7231,bonne,300,216,321,237,,,,,svm
53,1.767,Torchere A,Light-Flare,0.6470,bonne,300,216,322,236,,,,,svm
54,1.800,Torchere A,Light-Flare,0.7278,bonne,301,216,321,236,,,,,svm
55,1.833,Torchere A,Light-Flare,0.5340,bonne,301,216,320,236,,,,,svm
56,1.867,Torchere A,Light-Flare,0.6255,bonne,301,216,319,236,,,,,svm
57,1.900,Torchere A,Light-Flare,0.3182,bonne,301,215,320,236,,,,,svm
59,1.967,Torchere A,Light-Flare,0.5434,bonne,300,216,323,235,,,,,svm
60,2.000,Torchere A,Light-Flare,0.6048,bonne,301,217,322,236,,,,,svm
61,2.033,Torchere A,Light-Flare,0.4293,bonne,301,217,322,236,,,,,svm
62,2.067,Torchere A,Light-Flare,0.5872,bonne,301,216,324,236,,,,,svm
63,2.100,Torchere A,Light-Flare,0.5627,bonne,301,215,324,236,,,,,svm
64,2.133,Torchere A,Light-Flare,0.5041,bonne,300,214,325,237,,,,,svm
65,2.167,Torchere A,Light-Flare,0.5169,bonne,300,212,328,237,,,,,svm
66,2.200,Torchere A,Light-Flare,0.4629,bonne,299,212,328,237,,,,,svm
67,2.233,Torchere A,Light-Flare,0.3621,bonne,299,212,326,237,,,,,svm
68,2.267,Torchere A,Light-Flare,0.3619,bonne,299,212,326,237,,,,,svm
69,2.300,Torchere A,Light-Flare,0.3801,bonne,299,212,328,238,,,,,svm
70,2.333,Torchere A,Light-Flare,0.4210,bonne,299,212,328,237,,,,,svm
71,2.367,Torchere A,Light-Flare,0.4667,bonne,299,211,328,238,,,,,svm
71,2.367,Torchere B,Medium-Flare,0.3134,inactive,618,346,640,357,,,,,svm
72,2.400,Torchere A,Light-Flare,0.4588,bonne,299,208,336,238,,,,,svm
73,2.433,Torchere A,Light-Flare,0.4773,moyenne,299,212,329,238,,,,,svm
74,2.467,Torchere A,Light-Flare,0.5345,moyenne,301,214,327,237,,,,,svm
75,2.500,Torchere A,Light-Flare,0.6612,bonne,301,216,324,237,,,,,svm
76,2.533,Torchere A,Light-Flare,0.6812,bonne,302,217,324,237,,,,,svm
77,2.567,Torchere A,Light-Flare,0.7090,bonne,301,218,323,238,,,,,svm
78,2.600,Torchere A,Light-Flare,0.7282,bonne,302,218,324,238,,,,,svm
79,2.633,Torchere A,Light-Flare,0.6948,moyenne,302,218,324,239,,,,,svm
80,2.667,Torchere A,Light-Flare,0.6342,moyenne,302,218,325,240,,,,,svm
81,2.700,Torchere A,Light-Flare,0.6895,moyenne,302,219,324,241,,,,,svm
82,2.733,Torchere A,Light-Flare,0.6375,moyenne,302,219,325,242,,,,,svm
83,2.767,Torchere A,Light-Flare,0.6253,moyenne,302,219,325,242,,,,,svm
84,2.800,Torchere A,Light-Flare,0.6213,bonne,302,219,324,243,,,,,svm
85,2.833,Torchere A,Light-Flare,0.6427,moyenne,302,218,327,243,,,,,svm
86,2.867,Torchere A,Light-Flare,0.6464,bonne,302,218,326,243,,,,,svm
