epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,14370.5,0.82215,0.51508,1.16958,0.91943,0.90143,0.9385,0.70467,0.92933,0.45633,1.16621,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363,0.00850891,0.0028363
131,14480.5,0.81332,0.50657,1.1615,0.91706,0.90624,0.9389,0.70481,0.92567,0.45229,1.1672,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664,0.00829919,0.0027664
132,14590.2,0.81179,0.5071,1.15973,0.91657,0.90438,0.93844,0.70508,0.92515,0.45141,1.17018,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705,0.00809115,0.00269705
133,14700.6,0.81676,0.51283,1.16486,0.92757,0.89433,0.9375,0.70528,0.92411,0.44861,1.16807,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828,0.00788483,0.00262828
134,14811.5,0.80379,0.51111,1.16356,0.91082,0.90803,0.93662,0.7071,0.92087,0.45351,1.16073,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009,0.00768028,0.00256009
135,14922,0.80421,0.50317,1.16347,0.94318,0.88601,0.9363,0.70654,0.9226,0.45479,1.16298,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252,0.00747756,0.00249252
136,15032,0.80739,0.50911,1.1665,0.93253,0.88682,0.93528,0.70513,0.92398,0.45679,1.16404,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557,0.00727671,0.00242557
137,15142.3,0.80191,0.49755,1.15804,0.91891,0.89169,0.93556,0.70794,0.92263,0.4582,1.1604,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926,0.00707779,0.00235926
138,15252.9,0.80616,0.49899,1.16079,0.92853,0.8817,0.93419,0.70507,0.92747,0.45669,1.16321,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361,0.00688083,0.00229361
139,15361.9,0.79518,0.49475,1.15059,0.92808,0.88558,0.93364,0.70421,0.92515,0.45678,1.16161,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864,0.00668591,0.00222864
140,15471.2,0.80411,0.50347,1.16016,0.94052,0.87715,0.93507,0.70612,0.92337,0.4552,1.16204,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435,0.00649305,0.00216435
141,15580.6,0.80015,0.49143,1.1522,0.93313,0.8778,0.93542,0.70533,0.91873,0.45476,1.15927,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077,0.00630231,0.00210077
142,15690.1,0.79144,0.489,1.14687,0.91002,0.89584,0.93548,0.70501,0.91998,0.45566,1.15969,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791,0.00611373,0.00203791
143,15799.9,0.79058,0.48732,1.14802,0.90438,0.91149,0.93617,0.70563,0.92294,0.45699,1.16118,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579,0.00592736,0.00197579
144,15909.3,0.78523,0.4832,1.14522,0.91106,0.90887,0.93676,0.70706,0.92272,0.45697,1.16507,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442,0.00574325,0.00191442
145,16018.9,0.78261,0.48773,1.13959,0.92018,0.90435,0.93751,0.70856,0.92221,0.45616,1.16475,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382,0.00556145,0.00185382
146,16128.3,0.7807,0.49013,1.14009,0.91784,0.90615,0.93741,0.70935,0.91988,0.45461,1.16448,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794,0.00538199,0.001794
147,152.973,0.77643,0.48511,1.14487,0.92115,0.90518,0.9372,0.7075,0.92054,0.45582,1.16594,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497,0.00520492,0.00173497
148,267.341,0.78138,0.48316,1.14254,0.92125,0.90067,0.93615,0.70591,0.92174,0.45478,1.16686,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676,0.00503029,0.00167676
149,376.434,0.78122,0.47921,1.14348,0.91504,0.89989,0.93447,0.7056,0.92101,0.45482,1.16745,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938,0.00485813,0.00161938
150,487.781,0.78117,0.48749,1.1403,0.91773,0.89799,0.93453,0.70533,0.92025,0.4565,1.16794,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283,0.0046885,0.00156283
151,599.787,0.77585,0.4758,1.14043,0.91571,0.89711,0.9357,0.70623,0.91795,0.45763,1.16603,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714,0.00452143,0.00150714
152,710.518,0.77642,0.4803,1.14137,0.9157,0.90158,0.93788,0.70568,0.92029,0.45729,1.1682,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232,0.00435697,0.00145232
153,821.078,0.76821,0.47669,1.13496,0.9197,0.90186,0.9388,0.70725,0.92045,0.45427,1.16983,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838,0.00419514,0.00139838
154,931.799,0.76379,0.46971,1.13482,0.91952,0.90009,0.93786,0.70613,0.91968,0.455,1.16987,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534,0.00403601,0.00134534
155,1042.46,0.77059,0.4684,1.13294,0.91868,0.90208,0.93946,0.70699,0.91891,0.45649,1.16788,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932,0.00387959,0.0012932
156,1152.79,0.77286,0.4735,1.14038,0.91793,0.90242,0.93925,0.70836,0.92005,0.45716,1.16821,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198,0.00372594,0.00124198
157,1263.25,0.76819,0.475,1.13141,0.9238,0.90165,0.93965,0.71011,0.91831,0.45574,1.16703,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917,0.00357509,0.0011917
158,1373.51,0.76489,0.46673,1.1316,0.91822,0.89982,0.93774,0.70821,0.91747,0.45469,1.16682,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236,0.00342708,0.00114236
159,1484.68,0.76682,0.47937,1.13383,0.91597,0.90635,0.93747,0.7092,0.91727,0.45276,1.16706,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398,0.00328194,0.00109398
160,1594.77,0.76808,0.46904,1.13584,0.92402,0.89987,0.93795,0.71028,0.91775,0.45211,1.16712,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657,0.00313971,0.00104657
161,1705.08,0.76067,0.47036,1.12993,0.92305,0.90008,0.93763,0.71055,0.9192,0.45,1.16943,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014,0.00300042,0.00100014
162,1815.25,0.76288,0.46946,1.1303,0.91736,0.9034,0.93764,0.71149,0.92188,0.44983,1.17334,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705,0.00286412,0.000954705
163,1925.35,0.76082,0.46219,1.13387,0.91588,0.90533,0.93637,0.71016,0.9238,0.4505,1.17424,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274,0.00273082,0.000910274
164,2035.69,0.75592,0.46025,1.12575,0.91757,0.90514,0.93618,0.71035,0.9237,0.45173,1.17336,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858,0.00260058,0.000866858
165,2146.27,0.75019,0.47224,1.12786,0.91609,0.90649,0.9354,0.71107,0.92429,0.45225,1.1736,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469,0.00247341,0.000824469
166,2257.65,0.75557,0.46746,1.12795,0.91406,0.91067,0.93521,0.71045,0.92345,0.45384,1.17359,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115,0.00234935,0.000783115
167,2368.85,0.75812,0.46274,1.1338,0.91604,0.91004,0.93512,0.71147,0.92266,0.45566,1.17294,0.00222843,0.000742808,0.00222843,0.000742808,0.00222843,0.000742808,0.00222843,0.000742808
168,2479.07,0.75047,0.46615,1.12376,0.91787,0.90819,0.93454,0.71059,0.92233,0.45479,1.17233,0.00211067,0.000703558,0.00211067,0.000703558,0.00211067,0.000703558,0.00211067,0.000703558
169,2589.77,0.7443,0.45709,1.12094,0.917,0.90813,0.93379,0.70974,0.92215,0.45569,1.17266,0.00199612,0.000665374,0.00199612,0.000665374,0.00199612,0.000665374,0.00199612,0.000665374
170,2700.18,0.75012,0.45589,1.12324,0.92723,0.89927,0.93463,0.70967,0.92246,0.45678,1.17248,0.0018848,0.000628266,0.0018848,0.000628266,0.0018848,0.000628266,0.0018848,0.000628266
171,2810.26,0.7425,0.45284,1.12209,0.92699,0.89978,0.93473,0.70942,0.92248,0.45713,1.17287,0.00177673,0.000592243,0.00177673,0.000592243,0.00177673,0.000592243,0.00177673,0.000592243
172,2920.27,0.74698,0.46194,1.12698,0.92685,0.9051,0.93427,0.70894,0.92257,0.45706,1.17351,0.00167194,0.000557313,0.00167194,0.000557313,0.00167194,0.000557313,0.00167194,0.000557313
173,3031.17,0.74617,0.45369,1.11891,0.92906,0.90563,0.93357,0.70893,0.92274,0.45697,1.17466,0.00157046,0.000523485,0.00157046,0.000523485,0.00157046,0.000523485,0.00157046,0.000523485
174,3141.84,0.75398,0.45522,1.12578,0.92921,0.90513,0.93332,0.70906,0.92292,0.45689,1.17506,0.00147231,0.000490769,0.00147231,0.000490769,0.00147231,0.000490769,0.00147231,0.000490769
175,3252.34,0.73216,0.45222,1.11524,0.93155,0.9017,0.93213,0.70815,0.92221,0.45661,1.17505,0.00137751,0.000459171,0.00137751,0.000459171,0.00137751,0.000459171,0.00137751,0.000459171
176,3363.1,0.74165,0.45044,1.11596,0.93109,0.89816,0.93172,0.70831,0.92154,0.45686,1.17492,0.0012861,0.000428699,0.0012861,0.000428699,0.0012861,0.000428699,0.0012861,0.000428699
177,3473.41,0.73931,0.44466,1.11465,0.93072,0.89848,0.93162,0.70796,0.92145,0.45724,1.17514,0.00119809,0.000399362,0.00119809,0.000399362,0.00119809,0.000399362,0.00119809,0.000399362
178,3584.43,0.73555,0.45498,1.11852,0.93041,0.89845,0.93143,0.70761,0.92109,0.45731,1.17497,0.0011135,0.000371166,0.0011135,0.000371166,0.0011135,0.000371166,0.0011135,0.000371166
179,3695.2,0.74043,0.45499,1.1171,0.92612,0.90159,0.93148,0.70755,0.92096,0.45732,1.17525,0.00103235,0.000344118,0.00103235,0.000344118,0.00103235,0.000344118,0.00103235,0.000344118
180,3806.61,0.73021,0.44347,1.11442,0.92567,0.89931,0.93147,0.70751,0.92153,0.45861,1.17573,0.000954676,0.000318225,0.000954676,0.000318225,0.000954676,0.000318225,0.000954676,0.000318225
181,3917.63,0.73519,0.44498,1.11308,0.92711,0.89801,0.93111,0.70736,0.92153,0.45894,1.176,0.000880481,0.000293494,0.000880481,0.000293494,0.000880481,0.000293494,0.000880481,0.000293494
182,4028.78,0.72592,0.44434,1.10956,0.92807,0.89753,0.93098,0.70646,0.9216,0.4591,1.17638,0.000809789,0.00026993,0.000809789,0.00026993,0.000809789,0.00026993,0.000809789,0.00026993
183,4139.82,0.74167,0.45044,1.12156,0.92893,0.89733,0.93178,0.70707,0.92187,0.45855,1.177,0.000742617,0.000247539,0.000742617,0.000247539,0.000742617,0.000247539,0.000742617,0.000247539
184,4250.28,0.73352,0.45303,1.11408,0.93828,0.89346,0.93173,0.70714,0.92228,0.45901,1.1779,0.000678981,0.000226327,0.000678981,0.000226327,0.000678981,0.000226327,0.000678981,0.000226327
185,4361.21,0.72531,0.44526,1.10993,0.93826,0.89344,0.93132,0.70693,0.92246,0.4588,1.17829,0.000618896,0.000206299,0.000618896,0.000206299,0.000618896,0.000206299,0.000618896,0.000206299
186,4483.39,0.59077,0.28349,1.03309,0.93612,0.89471,0.93096,0.70606,0.92177,0.4587,1.17875,0.000562379,0.00018746,0.000562379,0.00018746,0.000562379,0.00018746,0.000562379,0.00018746
187,4593.72,0.59374,0.2817,1.03975,0.92975,0.89953,0.9309,0.70556,0.92158,0.45803,1.17915,0.000509442,0.000169814,0.000509442,0.000169814,0.000509442,0.000169814,0.000509442,0.000169814
188,4703.99,0.58542,0.27766,1.03613,0.92882,0.90185,0.93063,0.70532,0.9216,0.45787,1.18009,0.0004601,0.000153367,0.0004601,0.000153367,0.0004601,0.000153367,0.0004601,0.000153367
189,4814.27,0.58529,0.27611,1.02945,0.92811,0.90296,0.93092,0.70528,0.92035,0.45717,1.17928,0.000414363,0.000138121,0.000414363,0.000138121,0.000414363,0.000138121,0.000414363,0.000138121
190,4924.51,0.5892,0.27675,1.03553,0.92984,0.90249,0.93014,0.7054,0.91992,0.45701,1.17961,0.000372243,0.000124081,0.000372243,0.000124081,0.000372243,0.000124081,0.000372243,0.000124081
191,5035.24,0.58418,0.27389,1.03144,0.92928,0.90339,0.92976,0.70546,0.91905,0.4576,1.17933,0.000333752,0.000111251,0.000333752,0.000111251,0.000333752,0.000111251,0.000333752,0.000111251
192,5145.09,0.586,0.27872,1.03117,0.92899,0.90383,0.92943,0.70579,0.91908,0.45765,1.17982,0.000298897,9.96323e-05,0.000298897,9.96323e-05,0.000298897,9.96323e-05,0.000298897,9.96323e-05
193,5255.9,0.58189,0.27324,1.02764,0.92877,0.90435,0.92967,0.70579,0.91858,0.45862,1.17933,0.000267688,8.92294e-05,0.000267688,8.92294e-05,0.000267688,8.92294e-05,0.000267688,8.92294e-05
194,5366.11,0.58207,0.27408,1.02793,0.9278,0.90424,0.92878,0.70553,0.91818,0.45898,1.17958,0.000240133,8.00442e-05,0.000240133,8.00442e-05,0.000240133,8.00442e-05,0.000240133,8.00442e-05
195,5476.3,0.5813,0.27554,1.02679,0.92663,0.90498,0.92825,0.70553,0.9178,0.45901,1.17995,0.000216238,7.20792e-05,0.000216238,7.20792e-05,0.000216238,7.20792e-05,0.000216238,7.20792e-05
196,5586.32,0.57904,0.2726,1.02781,0.92941,0.90498,0.92882,0.70356,0.9175,0.45871,1.18009,0.000196009,6.53363e-05,0.000196009,6.53363e-05,0.000196009,6.53363e-05,0.000196009,6.53363e-05
197,5697.09,0.58517,0.27406,1.0245,0.92668,0.90498,0.92878,0.7041,0.91721,0.45917,1.18022,0.000179451,5.9817e-05,0.000179451,5.9817e-05,0.000179451,5.9817e-05,0.000179451,5.9817e-05
198,5807.68,0.57942,0.27056,1.02901,0.92705,0.90353,0.92871,0.70447,0.91688,0.45895,1.1804,0.000166569,5.55229e-05,0.000166569,5.55229e-05,0.000166569,5.55229e-05,0.000166569,5.55229e-05
199,5918.4,0.5792,0.2711,1.02413,0.92702,0.90237,0.92862,0.70399,0.91683,0.45951,1.18073,0.000157365,5.24549e-05,0.000157365,5.24549e-05,0.000157365,5.24549e-05,0.000157365,5.24549e-05
200,6028.31,0.57908,0.27432,1.02358,0.92697,0.90205,0.92869,0.70407,0.91648,0.45978,1.18067,0.000151841,5.06138e-05,0.000151841,5.06138e-05,0.000151841,5.06138e-05,0.000151841,5.06138e-05
