frame_idx,timestamp_sec,torchere,class_name,confidence,qualite,x1,y1,x2,y2,dark_ratio,flame_ratio,smoke_ratio,mean_intensity,classif_source
1,0.033,Torchere A,Light-Flare,0.3791,inactive,321,212,376,318,,,,,svm
1,0.033,Torchere B,Light-Flare,0.7323,inactive,390,129,505,316,,,,,svm
2,0.067,Torchere B,Light-Flare,0.5756,inactive,385,111,508,320,,,,,svm
2,0.067,Torchere B,Light-Flare,0.4798,inactive,321,223,380,322,,,,,svm
3,0.100,Torchere B,Light-Flare,0.6515,inactive,320,200,390,321,,,,,svm
3,0.100,Torchere B,Light-Flare,0.4323,inactive,390,92,513,321,,,,,svm
4,0.133,Torchere A,Light-Flare,0.6192,inactive,319,178,403,322,,,,,svm
5,0.167,Torchere B,Light-Flare,0.4682,inactive,310,71,516,324,,,,,svm
6,0.200,Torchere B,Light-Flare,0.5057,bonne,308,79,459,324,,,,,svm
7,0.234,Torchere A,Light-Flare,0.5137,inactive,307,115,438,321,,,,,svm
8,0.267,Torchere B,Light-Flare,0.4259,bonne,444,244,500,310,,,,,svm
9,0.300,Torchere B,Light-Flare,0.3173,bonne,445,242,498,308,,,,,svm
13,0.434,Torchere B,Light-Flare,0.4211,bonne,307,10,540,272,,,,,svm
14,0.467,Torchere B,Light-Flare,0.5976,bonne,304,9,542,298,,,,,svm
15,0.501,Torchere B,Light-Flare,0.5812,bonne,318,197,446,322,,,,,svm
15,0.501,Torchere B,Light-Flare,0.3680,bonne,308,3,547,262,,,,,svm
16,0.534,Torchere B,Light-Flare,0.2806,bonne,320,190,491,321,,,,,svm
17,0.567,Torchere B,Light-Flare,0.3293,bonne,396,179,514,316,,,,,svm
18,0.601,Torchere B,Light-Flare,0.6372,bonne,313,2,555,319,,,,,svm
19,0.634,Torchere B,Light-Flare,0.5728,bonne,318,229,449,322,,,,,svm
19,0.634,Torchere B,Light-Flare,0.3679,bonne,332,4,548,296,,,,,svm
20,0.667,Torchere B,Light-Flare,0.6050,bonne,317,224,449,322,,,,,svm
20,0.667,Torchere B,Light-Flare,0.4026,bonne,307,3,541,315,,,,,svm
21,0.701,Torchere B,Light-Flare,0.7835,moyenne,309,3,543,314,,,,,svm
21,0.701,Torchere B,Light-Flare,0.5193,moyenne,323,211,457,319,,,,,svm
22,0.734,Torchere B,Light-Flare,0.8287,bonne,311,0,547,318,,,,,svm
23,0.767,Torchere B,Light-Flare,0.8440,moyenne,309,1,553,316,,,,,svm
23,0.767,Torchere B,Light-Flare,0.5699,moyenne,442,225,487,308,,,,,svm
24,0.801,Torchere B,Light-Flare,0.8235,bonne,315,2,553,314,,,,,svm
25,0.834,Torchere B,Light-Flare,0.4735,bonne,313,1,531,196,,,,,svm
25,0.834,Torchere A,Light-Flare,0.5196,inactive,318,202,440,317,,,,,svm
26,0.868,Torchere B,Light-Flare,0.8403,bonne,314,0,531,186,,,,,svm
26,0.868,Torchere A,Light-Flare,0.7844,bonne,320,211,448,316,,,,,svm
27,0.901,Torchere B,Light-Flare,0.8225,bonne,314,206,454,321,,,,,svm
27,0.901,Torchere B,Light-Flare,0.4120,bonne,444,207,492,310,,,,,svm
27,0.901,Torchere A,Light-Flare,0.8227,bonne,316,0,529,174,,,,,svm
28,0.934,Torchere B,Light-Flare,0.8574,bonne,317,199,459,319,,,,,svm
28,0.934,Torchere B,Light-Flare,0.4680,bonne,441,201,496,311,,,,,svm
28,0.934,Torchere A,Light-Flare,0.8410,bonne,318,0,525,167,,,,,svm
29,0.968,Torchere B,Light-Flare,0.8619,moyenne,319,190,482,325,,,,,svm
29,0.968,Torchere B,Light-Flare,0.4448,moyenne,447,199,495,308,,,,,svm
29,0.968,Torchere A,Light-Flare,0.8674,bonne,323,2,521,158,,,,,svm
30,1.001,Torchere B,Light-Flare,0.8584,bonne,322,182,502,327,,,,,svm
30,1.001,Torchere A,Light-Flare,0.8182,bonne,323,2,526,153,,,,,svm
31,1.034,Torchere B,Light-Flare,0.8410,moyenne,318,179,449,330,,,,,svm
31,1.034,Torchere B,Light-Flare,0.7690,moyenne,445,191,507,317,,,,,svm
31,1.034,Torchere A,Light-Flare,0.6527,bonne,325,0,527,150,,,,,svm
32,1.068,Torchere B,Light-Flare,0.8579,moyenne,315,173,511,329,,,,,svm
